Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9,Importance_10,Importance_11,Importance_12,Importance_13,Importance_14,Importance_15,Importance_16
LDA,1,0.17627785058977719,0.41131498470948014,0.996263128548833,0.2467889908256881,0.9185358539691802,0.26765942751416466,0.0033692971375401614,-5.578295682195922e-06,0.05522358432202201,0.0006466668941504494,0.010450076479027381,0.0020012135760288487,0.04042736272719327,0.009011113567275686,0.001514803995602798,0.00010008293264069934,5.696982824554553e-06,-0.0002440207643154224,0.001857127385426205,0.0001836683525187288,0.002029194069797069,0.0017850249465537927,0.0001337010656622395,-1.275886778273616e-06
LDA,2,0.36816720257234725,0.3252840909090909,0.9982797846956328,0.3453996983408748,0.9318817857541707,0.34520418888773907,0.0015988672324014326,0.0008423813932610491,0.05880677832954584,2.5624479794994493e-05,-0.003297187853622474,-0.003588549411291586,0.018833945889328473,0.005225336438197314,0.0011682985906536602,0.0002210812782313276,7.154279942822583e-06,0.00028406699772749456,0.009369301125045615,2.959907976318732e-05,0.004458332164333334,0.0004783080361735248,0.0004690027962480192,7.247799941989541e-06
LDA,3,0.20905923344947736,0.16620498614958448,0.9989787767369983,0.18518518518518515,0.9098943837793678,0.18589856791413087,0.0009082481768946049,-2.054009555783054e-05,0.05872356824638427,0.0006177363119835189,0.005559142561983444,0.0019574428589876013,0.01348233309659097,0.004191672585227324,-0.0001957967458677379,-9.628422004128722e-05,1.3316761363846298e-06,-2.8610860020639172e-05,0.004130617252066116,7.0215650826321864e-06,0.0011795825800619887,0.000353418775826464,-6.383974690080674e-05,2.945829028910829e-06
LDA,4,0.22594142259414227,0.16216216216216217,0.9992102073886461,0.1888111888111888,0.9245313313170108,0.19102635763281872,0.0007172935751443724,-3.268851528144267e-05,0.07349636666385309,-3.744599872623766e-05,0.013620061233415904,-3.9134138013041664e-05,0.007970933310824768,0.0009656156720712738,0.0010317600386737346,0.00668641278074904,-2.6089425342323835e-06,-3.192117924204485e-05,0.01123518082273769,-2.1331941897395623e-05,0.0009705266227238551,0.0007208354754798307,6.384235848402308e-05,2.3327015599905464e-05
LDA,5,0.1281618887015177,0.36626506024096384,0.997851720693876,0.18988132417239229,0.8803314996365914,0.21578335241606114,0.0016268141072872647,-1.1903795687606689e-05,0.06631009387766151,7.358710061418083e-05,-0.014924293663032407,1.4609203798388037e-05,0.0035071107143179736,0.0186489191894597,8.31462092723001e-05,0.0005234062891720681,3.8597155714326094e-05,0.0049325000676352145,0.002900918936954966,0.00015384754123499712,9.018027036233889e-07,3.426850273697823e-05,0.001737773809845855,0.0
LDA,6,0.23352601156069364,0.5595567867036011,0.9987155868689852,0.3295269168026101,0.9487283026686293,0.36095713494730275,0.0012663153003208008,2.3573813325605818e-05,0.0471794454928147,0.0002927565684424316,-0.007369894033967195,-9.220496443598236e-05,0.007211844970242409,0.025139788067934467,0.0031436783277689617,1.4515894905042793e-05,8.361155465275161e-06,-0.00018011322398023833,0.013221773842357454,2.9496298446796133e-05,0.005201103208012791,0.0012128320510959912,5.748294382350583e-05,5.806357962212516e-07
LDA,7,0.24858757062146894,0.21153846153846154,0.9991237516411218,0.2285714285714286,0.9229207504642242,0.22887990490659083,0.0008258866595469669,6.59908993936309e-06,0.09177891514030731,0.0009739029012975298,0.023543250895864797,3.391625294462131e-05,0.01109138204894069,0.027264523752887036,2.0104204234083766e-05,3.6218261062992416e-05,6.292155523635045e-06,0.0007165383936586833,0.0035015078153175726,3.8520269181452346e-05,0.0023709148947598014,-0.0002533743602336269,0.0001617544371205648,0.0
LDA,8,0.3537519142419602,0.5526315789473685,0.999122418953445,0.4313725490196078,0.9363771704515143,0.4417355938909945,0.0008515624229545616,0.000543176775147991,0.06143826275887574,0.0005039987056213002,0.012621348002958555,-8.817954881659151e-05,0.0016724066198224863,0.015201899963017684,0.0018879437869822268,0.0031531989644970615,-1.5717455621144795e-05,0.0031306629068047044,0.010089566383136095,-2.080251479297246e-05,-1.2712647928903031e-05,0.003191799186390498,0.0021656573594674546,7.535133136096217e-05
LDA,9,0.15251299826689774,0.43781094527363185,0.9991664532029936,0.22622107969151667,0.8401924566807714,0.2580699849813361,0.0008125497448829516,-1.808566653682675e-05,0.07268240195966214,0.0001008447608800589,0.04468453103179881,7.165586868440599e-05,0.01499816854009759,0.0003324099722992413,-0.00036434605434851883,0.006623360271056189,1.4079348000284319e-05,-9.374785375786399e-05,0.0072506352876537065,-5.185320848875019e-05,0.00012259334722186654,0.00011881596117313542,0.00021851605961402675,0.0
LDA,10,0.25,0.13122171945701358,0.9996466323684751,0.17210682492581605,0.8297585155309831,0.1809585217494201,0.00031334521580215417,7.128536422364994e-05,0.08916907997326802,0.0,-0.028388901264820077,-2.5741937080736578e-05,-1.9801490061865933e-06,-0.005803321699957853,0.003006361228682475,1.3322676295501878e-16,-1.3366005791937141e-05,-0.0022103413281848506,0.013543724165243475,0.0022311328927502095,0.0,-9.455211504660888e-05,6.782010346289003e-05,0.0
LDA,11,0.455026455026455,0.36909871244635195,0.9997295323614529,0.4075829383886256,0.8575943955490078,0.40968313024183495,0.00026623188901157423,-2.1703077332579924e-05,0.04514403881984397,1.678917303087335e-05,0.06012939947994515,2.866444176019556e-06,-8.926926148109527e-05,0.0022706332794169225,-0.0019966831145963983,0.0007907291005507355,6.142380377127665e-06,0.0004991707786491162,0.03477611023525322,-8.18984050284577e-05,-1.0237300628568313e-05,0.0025638295694191847,0.011562416821932398,0.0
