Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9,Importance_10,Importance_11
LDA,1,0.041121495327102804,0.08239700374531835,0.9659524772043301,0.05486284289276808,0.5664705465685623,0.04198956470447531,0.029580326289496885,0.03115769844248444,0.010031431788327971,0.02685799399512103,0.00463337399136794,0.008827406642897384,0.007502814787014445,0.005440514167761234,4.4919309438928855e-05,0.0034856445862262663,0.0012197410395947017,0.08634593732407578,0.011417714392944233
LDA,2,0.03349282296650718,0.01837270341207349,0.9731656184486374,0.023728813559322035,0.7524714913623844,0.011822564844623651,0.02638689487784204,0.010015009328227364,0.01219346603262772,0.006978355707051587,0.01757494143556515,0.010369622241860577,-0.000865210621554513,0.004430417034886158,0.003862587495967107,0.0010813730028475632,0.0028397087909775463,0.055563972001290526,-0.0007041759598254594
LDA,3,0.0575,0.09126984126984126,0.9719496389557489,0.0705521472392638,0.6673290335242377,0.058632393946151065,0.02860756709734343,0.02942856552379771,0.015530479949848842,0.00042339195789504737,0.0004365497619884362,-0.006202492404984805,0.002903672474011643,4.6844538133550274e-05,4.3193419720144455e-05,0.0014523184601924477,0.00023546269314760336,0.0947190361047389,0.006668457781359982
LDA,4,0.12916666666666668,0.21379310344827587,0.9708088567555355,0.16103896103896104,0.6472355374510548,0.15196335638905326,0.02749505819626329,0.004539084152179495,0.013922587553539945,0.0006103552532125134,0.0007371189216427432,0.055022833207357104,0.0018687011841773682,9.054547745024344e-05,0.0010622952884858261,9.637188208622138e-05,0.0273818972033258,0.06436067019400357,0.004757495590828986
LDA,5,0.1563517915309446,0.25,0.9805904734383278,0.19238476953907815,0.7276063947223438,0.18827679259788108,0.017581799627381458,0.01589155766944115,0.00041533888228295623,0.010235790725326965,-0.0011887039239001362,0.008143281807372093,0.0014946492271105337,0.00036825208085602414,-0.0008718192627824139,0.021238763376932222,0.18333317479191436,0.11409441141498207,0.0024998810939358186
LDA,6,0.02030456852791878,0.04395604395604396,0.9839761932013277,0.027777777777777776,0.666163037905545,0.022397215008497846,0.016071645304821188,-0.002593858506944424,0.014382595486111116,0.014241536458333304,-6.564670138882178e-05,0.00533582899305558,0.0033398437500000043,0.0012185329861110982,0.00043294270833329487,0.00542751736111109,0.07700249565972225,0.015239257812500018,0.00359212239583333
LDA,7,0.054474708171206226,0.06635071090047394,0.9796409402183972,0.05982905982905983,0.6292496187116207,0.049885440887994355,0.021731695684847372,0.03692307692307686,0.037082477961598824,0.03764521193092614,0.011602463470595303,0.012327013645694862,0.006479893732640929,0.0215964255524695,0.0008404782031155023,-0.0019949281487744,0.0184542929597874,0.005525902668759741,0.030539789880449163
LDA,8,0.10317460317460317,0.08609271523178808,0.9773445256792129,0.09386281588447652,0.6927852718092171,0.0828328976655747,0.023100097326285936,0.07525639585813451,0.0004979672514095812,0.0013207250510995916,0.002334403989128875,-5.098717459166569e-05,0.011484917230071301,0.001001325217313287,0.0013243188607624968,0.01821814424653547,-0.0006266705599603295,0.11505469329080668,0.0071276476269626745
LDA,9,0.108,0.03907380607814761,0.9623418527638617,0.057385759829968117,0.48844650255188315,0.048281991962849775,0.03552595193999296,0.0293788649620629,-0.0005141221876234558,0.022685298890399386,0.0059389939037760575,-0.0016698828998729764,0.0027881452567868116,0.011494123064777729,0.004854721284154073,0.018861782377965697,-2.0832419632244024e-06,0.09214486206745302,0.024482369194333442
LDA,10,0.11518324607329843,0.06567164179104477,0.9801825507770743,0.08365019011406843,0.6100823269320632,0.07741007136394015,0.022702811819519244,0.08898408523061649,0.0028528255574567173,0.018014727287577935,0.01349919682667997,0.031387887685583295,0.007048322341622004,0.00498488945109854,0.0007141854859145979,-0.00043228945235518346,0.012224507362596615,0.04712845118444502,-0.0017965112747942102
LDA,11,0.06956521739130435,0.06557377049180328,0.9805157593123209,0.06751054852320676,0.6667180460822222,0.057699959766404664,0.020674421246255837,-0.011574604588995374,0.0008222766763198441,0.010180886611717477,-0.0028553352639786533,-0.0012667409222544724,-0.00026108264646922396,0.00010621519269322643,8.919581198478799e-05,0.009907239919803867,0.0011747828024057938,0.06965230563599907,-0.0017390955669414955
LDA,12,0.0367965367965368,0.1118421052631579,0.9690880989180835,0.055374592833876225,0.6751760065496071,0.050861926370482036,0.024889499266587737,0.008357632356893196,0.0015830757860789025,0.007072695511959081,0.00037389142703563304,0.003411549314700291,0.003359312012899629,0.002897406611125941,0.0021880878796021407,0.0025730650362804754,-0.0017735487772105208,0.04692119054017729,0.011958310937919835
LDA,13,0.012861736334405145,0.05063291139240506,0.9749721548843608,0.02051282051282051,0.6714900594896693,0.015447352652601,0.020342190301463694,0.0031613573407203166,-0.0008595914127423221,0.02502683518005546,0.0002951869806094187,0.017498268698061037,0.004476281163435014,0.011952042936288154,0.002269736842105341,-0.00537396121883651,-0.0011565096952908193,0.05431527008310262,0.007480955678670398
LDA,14,0.08,0.09345794392523364,0.9671300842420797,0.08620689655172413,0.688379217509923,0.06979163042036945,0.029823596895602975,0.03572504406345136,0.011786572664637073,0.028133311969235675,0.013049190834802138,0.005656144848581945,0.008428136516583895,0.04890882871334725,0.003871174491267415,0.013552315334081055,0.0008524274955936662,0.0099214869411953,0.018301554238102848
LDA,15,0.10344827586206896,0.1507177033492823,0.9632619775739042,0.12268743914313536,0.6763010624681072,0.10652455784923984,0.034034811263954204,0.045538280878485236,0.0035618831338980693,-0.0019555322638561854,0.0010315311380906245,0.0019430129754174352,7.957997302041609e-05,0.00518298541357316,8.190914296246632e-05,0.0016937917916168832,0.0027981094903969162,0.019446919187507804,0.0032332760745722
