Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9,Importance_10,Importance_11,Importance_12,Importance_13,Importance_14,Importance_15,Importance_16
QDA,1,0.062468703054581874,0.7629969418960245,0.982603748250475,0.11548252719277945,0.8961469281124581,0.21524209398919028,0.01633461243901605,8.251723559851153e-05,0.03937451876072828,0.0011833998228594433,0.012806817389446622,0.00018556734679349153,0.011866014085196608,0.00259177112371507,0.0026574347851243464,-0.003911186411509027,-0.004388368066630943,0.0003198025045954234,0.04030051584399175,-0.007504350625555434,0.004124912282784066,0.0033623473942980377,0.00862538035520104,0.0009228518739958114
QDA,2,0.08382107023411371,0.5696022727272727,0.9907132155342576,0.14613702623906707,0.8962592121333302,0.21604517889057057,0.00904762648709202,6.920479944794166e-06,0.04719416622244672,0.0012339028701288113,-0.0016715297066277168,0.0026006041391952285,0.02758475249932202,0.015921499312628096,0.001828783585369842,0.00039886279680922954,0.0004252354365981592,0.005297206557622424,0.02042977115656186,0.001490054148079656,0.008037950415696393,0.006597368347221089,-0.0002625106378998154,0.00013378035892979144
QDA,3,0.030230978260869564,0.4930747922437673,0.9886021426347174,0.05696911505840934,0.8726427746369106,0.11999773327355247,0.010366760414664245,0.0003198847494835011,0.04293614411157025,0.002500403538223095,0.008983366154442174,0.0017992962293388094,0.011803815857437972,0.008297996836260401,-0.0003060030346074383,0.00033812467716942685,0.0008004987732437519,0.0005909413739669355,0.008437015754132183,2.3001678719025696e-05,0.0048470186596074605,0.0018595848398760052,5.4235537190061577e-05,0.00027024954803720467
QDA,4,0.03275283591628056,0.6156156156156156,0.9894773751651075,0.06219660194174759,0.8981425491278804,0.14032874172649762,0.010005719303419073,6.077301432620974e-05,0.02813483628885609,0.000941367853224051,0.025167087422595057,-1.4886319165641205e-05,0.021165890378373464,0.010388655703992566,0.00031261270248088556,0.01203213603333313,0.0010607653409659078,0.00023050774625743564,0.03535654269074071,0.0004232625593726391,0.0018219626921218035,0.010713085381481257,0.0011666577144129775,-5.125804743664197e-05
QDA,5,0.018684135573910566,0.7903614457831325,0.9713220447908781,0.03650528658875904,0.8640617644913844,0.11883037333128817,0.027143272267719676,0.0003672140609077834,0.05577830082334585,-0.000495089684278871,-0.006859111363615877,-0.0002276150023897916,0.010534137741344906,0.012940147354561792,0.0015400986572157382,0.0006797788779770775,0.0006287368449529928,0.0008130653175697055,0.009863917972026081,0.002587271956641346,0.0,0.000780420059699316,0.0038651263876489095,0.0006536265995724877
QDA,6,0.042359827479975354,0.7617728531855956,0.9901512701158316,0.08025682182985554,0.8870666001394006,0.17819859812477606,0.009611033143351861,0.00011833357526485067,0.04264305414428795,0.00177930033386553,0.008807548265350528,0.00015491363042527962,0.006074379445492805,0.09708346639570323,-0.004167803745100907,0.0002165771519813342,0.0005238496153288086,0.003648599216141646,0.02313345913775582,0.0016490056611990545,0.005951865292495207,0.010450979822906058,0.0010532733343010525,1.3935259108643904e-06
QDA,7,0.03765214423842566,0.7956730769230769,0.9873947100562038,0.0719018138372977,0.9349909092452255,0.17143255449943115,0.011947843112932694,0.0007733212605796514,0.08087138680642411,0.0006394978552956232,0.0328183485393758,0.004220348217094693,0.006972475656264088,0.01079027938705197,0.004671541808304092,0.0019402859094083125,0.0020876144289868836,0.0021092533053000072,0.009285379946439876,0.001815824003805977,0.0018485125190874862,0.0017944920619086258,0.0012338763514705864,-1.5039786373671759e-05
QDA,8,0.14008394543546696,0.638755980861244,0.9974205745922274,0.229776247848537,0.9384963478314743,0.29834467865990943,0.0025404097744759113,0.0006764284393491638,0.050360923631656895,0.000508505917159785,0.018866956360946773,-7.569803994080803e-05,0.0030419055103550587,0.015080783099112493,0.0030333533653846612,0.0024508829511835197,7.465791420120382e-05,0.0036866678994083913,0.01687557784763318,1.814441568046554e-05,-8.089866863514316e-07,0.0032216161242603738,0.0019754299186391044,0.0009593426405326122
QDA,9,0.11844863731656184,0.5621890547263682,0.9987136794444867,0.19567099567099566,0.8394067709192722,0.2576511382420703,0.0012773110675879686,0.00014136581122230484,0.0762572972230489,0.00020558137405277677,0.04419965202261853,7.463199102581974e-05,0.017317025709118326,0.002111444335065582,-0.00030333554634742743,0.008525903710995597,1.407934800023991e-05,-0.0002968109704448718,0.010199858061857503,6.89086788305593e-05,0.0002834184199079104,-9.50069824409594e-05,0.0008920354387490503,0.0
QDA,10,0.016419893697798026,0.7828054298642534,0.9868139411763216,0.032165101794180535,0.8687803500126762,0.11220775934298775,0.012502677614808326,0.0028311180416326744,0.06241875201108886,-0.003154872404148379,-0.017184723150417035,0.008241380163857382,0.00100492562065293,-0.0001396005049379756,5.593920942554842e-05,-0.0003935546149847591,0.0018380733150169305,-0.0026667656741169664,0.016340189599267307,-0.0033726887948317464,-0.000450483898913423,-0.003999405955298086,0.00010643300908392827,0.0
