Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9,Importance_10,Importance_11
LR,1,0.0,0.0,0.987962089565647,0.0,0.5678262578214766,-0.0007384169990019864,0.017986779942937296,0.030066616626008714,0.005910583599174379,0.01588489866766758,0.0028905516982549615,0.009760977669356508,0.010603889097391739,0.0033865406267592933,1.782698442485131e-05,0.0027962563332708744,-0.0018936479639706238,0.07400168887220884,0.0106004878964159
LR,2,0.07017543859649122,0.010498687664041995,0.9799673887724202,0.0182648401826484,0.7430827247191711,0.02048730348111641,0.02340395059843173,0.006940481701244283,0.007808638078806029,0.01596192961045888,-0.0007341946162801926,0.012945194910855839,0.0033796237848757295,0.0,0.0,0.0,0.0,0.04627530193999072,-0.005564673371768425
LR,3,0.03763440860215054,0.027777777777777776,0.9803740048139233,0.0319634703196347,0.7173207260611252,0.022539897880283433,0.02441227180216403,0.03332837332341332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1475431417529501,0.0
LR,4,0.07692307692307693,0.02413793103448276,0.9834161771351108,0.03674540682414698,0.6366159845901226,0.03606025240881444,0.022198340422831968,0.0,0.018884637188208632,0.0,0.0009125409423029085,0.0738085789871504,0.0004097379692618253,0.0,0.0,0.0,0.027537005542957925,0.07772282060972538,0.005851127488032315
LR,5,0.2795031055900621,0.234375,0.9873332370081395,0.254957507082153,0.7215139283862395,0.24960035406706987,0.016285907401594982,0.016544589774078532,-0.0006287752675385949,0.026428537455410316,0.0002525564803805613,0.011754340071343683,0.003766944114149906,0.0012482758620689927,0.0007146254458978207,0.011206183115338964,0.1508518430439953,0.09749108204518439,0.0036818073721760934
LR,6,0.0,0.0,0.9890122467666247,0.0,0.6584859655100695,-0.005516728461946211,0.013284114858558082,0.0024869791666666252,0.010234374999999952,0.005495876736111116,-0.00021158854166667407,0.011673177083333309,0.005218098958333295,-6.5104166666607455e-06,-0.00013400607638889284,0.0033333333333333435,0.09058756510416659,0.017569986979166608,0.01187608506944442
LR,7,0.0,0.0,0.9902369054229132,0.0,0.6078520714029618,0.0,0.01623450653753296,0.017386789035140616,0.018814152880086876,0.012918729622026226,0.0016978625769833444,0.01791571066296329,0.0023741094070763857,0.001842772612003296,0.0006400193213378369,0.0030527714044196854,0.023028619731916323,0.015473976572877546,0.029438473614297654
LR,8,0.0,0.0,0.9863254806390468,0.0,0.6730813458107492,-0.0007897009339355277,0.020804880178145597,0.1044419487432896,9.748208710489426e-05,0.0005503021046247225,-0.0003625255497406332,-0.0006626086565890699,0.010590957076435804,-5.839940702143664e-05,0.002194470025381223,0.002437501403831788,0.0006679993710832166,0.08026594191505125,0.005263134251252133
LR,9,0.0,0.0,0.9703659675638957,0.0,0.49580607650186886,-0.002997461706910889,0.032289936351519145,0.03747686504977854,0.0001041620981536262,0.01693017850094296,0.0007689355730012392,0.0003689531160914861,0.0017005833077497145,0.015298561466602422,0.0062931450374984045,0.0013981842901627183,0.0005098460593834009,0.0840460944695409,0.013981733257313356
LR,10,0.1891891891891892,0.020895522388059702,0.9852808157223912,0.03763440860215054,0.5811181305296588,0.05874745541013825,0.021754189809202466,0.09005794994984102,0.003194828694754448,0.00966264626236446,0.025387711762352903,0.02705083553062848,0.005332945185253535,0.0030695881092651645,0.008989425757255342,0.0046112829620446275,0.029650666728100218,0.026069477110084026,0.01811075205086703
LR,11,0.0,0.0,0.9891117478510029,0.0,0.6896305868722428,-0.0011992059222723569,0.016806255681528305,-0.0047188237914901785,0.001895210514591361,0.0020158609935398974,0.0003541100467811642,-0.0007867231009132336,0.0026265092448208406,0.0002407663176655195,0.00013588772555146457,-0.012891690799732514,-0.002104789485408665,0.040899353976386846,-0.0049041657384717215
