Scenario,Model,Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
SEA,NN,17,0.4148936170212766,0.12580645161290321,0.9925431172514754,0.19306930693069302,0.9316573502134288,0.22560350843740423,0.1904635768290919,0.16965782052902478,0.043246542684175805,0.1532077527556103,0.005101834458531696,0.03862722878648532,0.008619688721719209,0.1170140907684327,0.07799565029789786,0.19112307739244502,0.09476227003892054
AWE,NN,17,0.3979591836734694,0.12580645161290321,0.9924516217576285,0.19117647058823525,0.9327903359571001,0.22079802722903688,0.18615612106656604,0.18506138833076907,0.03607158267266961,0.16355184993091904,0.0071695555720206585,0.0372003260097367,0.008113981372117407,0.11271407464228275,0.08193845040772998,0.1901415614471694,0.09751199654813214
Sliding Window,NN,17,0.25120772946859904,0.33548387096774196,0.9881970812937463,0.28729281767955805,0.9185060654792339,0.28446473424010826,0.16271223734958337,0.1924977663102933,0.011739444998932248,0.2358448141352243,0.00914867002846056,0.0036331780283383797,2.4058472548493803e-05,0.09516973862561615,0.08226703161161256,0.237937508989239,0.18996922956228396
History Window,NN,17,0.2709677419354839,0.2709677419354839,0.9896610091952971,0.2709677419354839,0.9092414583903071,0.26576132837116395,0.16336916815919905,0.16720847625315433,0.00870419846496473,0.15930561669448787,0.007113114046748259,0.004558775458614539,3.0203843253717723e-05,0.13403349880797238,0.07945912020955277,0.23642657589532812,0.1376624927541284
SEA,NN,18,0.4,0.040927694406548434,0.970633269208119,0.07425742574257427,0.921768565673304,0.12066841229068345,0.34727947687437716,0.1383390218522371,0.023465348595213164,0.11499302809573346,0.003845681581685634,0.021759729448491028,0.007664620187304738,0.0819870967741934,0.06791269510926105,0.15801175858480734,0.0708939646201872
AWE,NN,18,0.3380281690140845,0.03274215552523874,0.9703191865258529,0.05970149253731343,0.9198640221554635,0.09779895680869506,0.3343192331366727,0.15231925078043695,0.021181581685743977,0.11893954214360036,0.0031078043704474423,0.01977429760665972,0.00682143600416234,0.054365036420395384,0.06548626430801248,0.14553298647242452,0.060828616024973955
Sliding Window,NN,18,0.3518930957683742,0.2155525238744884,0.966000549644694,0.2673434856175973,0.9066994269108056,0.2588995879571072,0.23667269101196445,0.1655653485952133,0.012598231009365213,0.11634006243496356,0.0055635796045785165,0.009902601456815874,0.0006947970863683927,0.07009542143600418,0.11943683662851194,0.1842251821019771,0.17297929240374604
History Window,NN,18,0.43865546218487395,0.35607094133697137,0.9683561697616898,0.3930722891566265,0.8967964072483722,0.37917015656152503,0.29461546820914797,0.16404807492195633,0.008222996878251876,0.12649406867845991,0.0038402705515087733,0.0007383975026014955,0.002108532778355832,0.11511623309053072,0.11524734651404786,0.19041644120707607,0.14512049947970865
SEA,NN,19,0.12698412698412698,0.039603960396039604,0.9883970177073625,0.06037735849056604,0.9123229321238643,0.06606749751613888,0.17656586468702196,0.13127590551825927,0.026280176962491318,0.10721362246388814,0.004313953942850146,0.04592960213218582,0.008251555494342911,0.0867837420829386,0.06548364102000973,0.1631349236630566,0.06716426355276206
AWE,NN,19,0.18333333333333332,0.054455445544554455,0.9888164026095061,0.08396946564885496,0.9112100138887724,0.09537010832532415,0.15265237757800595,0.14270792813550995,0.0234215664195619,0.10858770605763382,0.005898631835008739,0.04060034729912587,0.008604363759541012,0.07732778821081403,0.057649961194068775,0.16095421644589786,0.058246437206047365
Sliding Window,NN,19,0.3507246376811594,0.599009900990099,0.9857875116495806,0.44241316270566733,0.8924045135250189,0.45181236210218767,0.2928394053321621,0.15074447829752696,0.014636294433721875,0.11875837770734181,0.012347879818868358,0.005080450186026431,0.0003749192706345328,0.11614892543863722,0.06934227203609225,0.22938634515130585,0.17291111487486244
History Window,NN,19,0.37037037037037035,0.5445544554455446,0.9869990680335508,0.4408817635270541,0.9280397874673159,0.4428315156512064,0.2748614563327171,0.13124245983074298,0.02484231019060512,0.10672546804419977,0.010045673743553297,0.010695696357081608,0.00044074976409353984,0.0898614525888303,0.16420468314073067,0.2329047681973761,0.13809556867905365
SEA,NN,20,0.3333333333333333,0.12056737588652482,0.9913566739606127,0.17708333333333331,0.8459629519717518,0.19686779758959208,0.11005727316891287,0.3014275561219488,0.04645230859719636,0.25233678070777377,0.011677776688559937,0.029555435741593982,0.004871826291540038,0.15868517792373296,0.07120993039898046,0.09926085677874719,0.14061096951279287
AWE,NN,20,0.44,0.07801418439716312,0.9921225382932166,0.13253012048192772,0.8356114465168307,0.18285669930917,0.10949410353060199,0.32109670620527403,0.03597514949514764,0.23947848250171563,0.020288697186550443,0.025044603470248106,0.005594304479952949,0.12957626703264394,0.06639177531614557,0.0935484266248408,0.1162427703166357
Sliding Window,NN,20,0.08846153846153847,0.16312056737588654,0.9805798687089715,0.11471321695760599,0.7902509345679287,0.11086693581336088,0.06479873168564092,0.31171061660621524,0.008821684148613018,0.24750343103617306,0.0103935888638369,0.014178266836584763,0.0014630918537399617,0.13520659739241261,0.08536981668463887,0.09827565924909332,0.14781810606803267
History Window,NN,20,0.09154929577464789,0.18439716312056736,0.9795951859956237,0.12235294117647061,0.8145944692659013,0.12038196312781474,0.06652218376618799,0.30581560631310634,0.0155874424076069,0.23076095480835193,0.013041858641309422,0.002821046956180573,9.067738456993712e-05,0.12605847465934694,0.11005024017253193,0.10738113910400923,0.19539873541809605
SEA,NN,21,0.3522727272727273,0.11524163568773234,0.9858804384243527,0.17366946778711484,0.8514169257457296,0.1957962903983588,0.15174972877505263,0.12402394245762287,-0.005515819123786491,0.12968663548111262,0.0009748000603591489,0.05195110909913987,0.01054272923897186,0.09024797545395098,0.13069262109551835,0.1511322368090136,0.08773200543232222
AWE,NN,21,0.37254901960784315,0.07063197026022305,0.986502656392093,0.11875000000000001,0.8521828071961493,0.15782017597810544,0.1540654434618843,0.16514259846084217,0.029401941552235855,0.17773552638197282,0.011901815804034066,0.09134047583119571,0.012160354106936366,0.12920577435742672,0.1497117851214729,0.15638046375936832,0.12815150143352957
Sliding Window,NN,21,0.23444976076555024,0.3643122676579926,0.9764993059876513,0.2852983988355167,0.8543160637190296,0.28082414334385297,0.17405323633322967,0.13680297771741862,0.023205070167496556,0.16418389417031337,0.02673909763090383,0.026936270811327434,0.002180976812031621,0.15802726221015045,0.1548413057693276,0.165670740908405,0.22820481867109305
History Window,NN,21,0.23255813953488372,0.3345724907063197,0.9772172497965825,0.274390243902439,0.8370192917768593,0.26770081809459356,0.14947784972325054,0.1511976258739501,0.020134802072330517,0.16616769780192156,0.023729188672602097,0.011551732810220972,0.0012494341330919977,0.1439987928172628,0.18608923092399787,0.1491957145012828,0.19182536089733931
SEA,NN,22,0.2857142857142857,0.08627450980392157,0.9881124365377472,0.1325301204819277,0.8404873496203087,0.1522632254704712,0.11424144201922687,0.1451106258896366,0.040180345766365776,0.15722737386161045,0.008631445115462677,0.029554179737703867,0.005871256616132881,0.07851549868022815,0.07218474039883356,0.1539897182183772,0.09518608089993223
