Dataset,Model1,Model2,Period,Topn,Overlap
Google,QDA,CART,27,5,0.833333333333333
Google,QDA,CART,28,1,0.444444444444444
Google,QDA,CART,28,3,0.583333333333333
Google,QDA,CART,28,5,1
Google,QDA,GBDT,1,1,0.5
Google,QDA,GBDT,1,3,0.272727272727273
Google,QDA,GBDT,1,5,1
Google,QDA,GBDT,2,1,0
Google,QDA,GBDT,2,3,0.142857142857143
Google,QDA,GBDT,2,5,0.416666666666667
Google,QDA,GBDT,3,1,0.5
Google,QDA,GBDT,3,3,0.583333333333333
Google,QDA,GBDT,3,5,1
Google,QDA,GBDT,4,1,1
Google,QDA,GBDT,4,3,0.5
Google,QDA,GBDT,4,5,1
Google,QDA,GBDT,5,1,0
Google,QDA,GBDT,5,3,0.4
Google,QDA,GBDT,5,5,0.5
Google,QDA,GBDT,6,1,0.333333333333333
Google,QDA,GBDT,6,3,0.416666666666667
Google,QDA,GBDT,6,5,1
Google,QDA,GBDT,7,1,0
Google,QDA,GBDT,7,3,0.75
Google,QDA,GBDT,7,5,1
Google,QDA,GBDT,8,1,0.5
Google,QDA,GBDT,8,3,0.5
Google,QDA,GBDT,8,5,1
Google,QDA,GBDT,9,1,0
Google,QDA,GBDT,9,3,0.166666666666667
Google,QDA,GBDT,9,5,0.5
Google,QDA,GBDT,10,1,0
Google,QDA,GBDT,10,3,0
Google,QDA,GBDT,10,5,0.75
Google,QDA,GBDT,11,1,0
Google,QDA,GBDT,11,3,0
Google,QDA,GBDT,11,5,0.5
Google,QDA,GBDT,12,1,1
Google,QDA,GBDT,12,3,0.3
Google,QDA,GBDT,12,5,1
Google,QDA,GBDT,13,1,0
Google,QDA,GBDT,13,3,0.5
Google,QDA,GBDT,13,5,1
Google,QDA,GBDT,14,1,0.333333333333333
Google,QDA,GBDT,14,3,0.75
Google,QDA,GBDT,14,5,1
Google,QDA,GBDT,15,1,0
Google,QDA,GBDT,15,3,0.416666666666667
Google,QDA,GBDT,15,5,0.916666666666667
Google,QDA,GBDT,16,1,0
Google,QDA,GBDT,16,3,0.125
Google,QDA,GBDT,16,5,0.416666666666667
Google,QDA,GBDT,17,1,0
Google,QDA,GBDT,17,3,0.25
Google,QDA,GBDT,17,5,0.5
Google,QDA,GBDT,18,1,1
Google,QDA,GBDT,18,3,0.333333333333333
Google,QDA,GBDT,18,5,0.583333333333333
Google,QDA,GBDT,19,1,0
Google,QDA,GBDT,19,3,0.333333333333333
Google,QDA,GBDT,19,5,0.583333333333333
Google,QDA,GBDT,20,1,0
Google,QDA,GBDT,20,3,0.25
Google,QDA,GBDT,20,5,0.583333333333333
Google,QDA,GBDT,21,1,0
Google,QDA,GBDT,21,3,0.416666666666667
Google,QDA,GBDT,21,5,0.833333333333333
Google,QDA,GBDT,22,1,0
Google,QDA,GBDT,22,3,1
Google,QDA,GBDT,22,5,1
Google,QDA,GBDT,23,1,0
Google,QDA,GBDT,23,3,0.583333333333333
Google,QDA,GBDT,23,5,0.75
Google,QDA,GBDT,24,1,0
Google,QDA,GBDT,24,3,0.444444444444444
Google,QDA,GBDT,24,5,0.833333333333333
Google,QDA,GBDT,25,1,0
Google,QDA,GBDT,25,3,0.181818181818182
Google,QDA,GBDT,25,5,0.5
Google,QDA,GBDT,26,1,1
Google,QDA,GBDT,26,3,0.2
Google,QDA,GBDT,26,5,0.4
Google,QDA,GBDT,27,1,0
Google,QDA,GBDT,27,3,0.333333333333333
Google,QDA,GBDT,27,5,0.833333333333333
Google,QDA,GBDT,28,1,0
Google,QDA,GBDT,28,3,0.583333333333333
Google,QDA,GBDT,28,5,1
Google,QDA,NN,1,1,1
Google,QDA,NN,1,3,0.571428571428571
Google,QDA,NN,1,5,1
Google,QDA,NN,2,1,0.333333333333333
Google,QDA,NN,2,3,0.333333333333333
Google,QDA,NN,2,5,0.416666666666667
Google,QDA,NN,3,1,1
Google,QDA,NN,3,3,0.428571428571429
Google,QDA,NN,3,5,1
Google,QDA,NN,4,1,0.666666666666667
Google,QDA,NN,4,3,0.5
Google,QDA,NN,4,5,1
Google,QDA,NN,5,1,0
Google,QDA,NN,5,3,0.5
Google,QDA,NN,5,5,0.5
Google,QDA,NN,6,1,0.333333333333333
Google,QDA,NN,6,3,0.416666666666667
Google,QDA,NN,6,5,1
Google,QDA,NN,7,1,0.428571428571429
Google,QDA,NN,7,3,0.75
Google,QDA,NN,7,5,1
Google,QDA,NN,8,1,0
Google,QDA,NN,8,3,0.625
Google,QDA,NN,8,5,1
Google,QDA,NN,9,1,0
Google,QDA,NN,9,3,0.285714285714286
Google,QDA,NN,9,5,0.5
Google,QDA,NN,10,1,0
Google,QDA,NN,10,3,0.8
Google,QDA,NN,10,5,0.75
Google,QDA,NN,11,1,0
Google,QDA,NN,11,3,0.428571428571429
Google,QDA,NN,11,5,0.5
Google,QDA,NN,12,1,1
Google,QDA,NN,12,3,0.5
Google,QDA,NN,12,5,0.666666666666667
Google,QDA,NN,13,1,1
Google,QDA,NN,13,3,0.5
Google,QDA,NN,13,5,0.75
Google,QDA,NN,14,1,0.25
Google,QDA,NN,14,3,0.8
Google,QDA,NN,14,5,1
Google,QDA,NN,15,1,0
Google,QDA,NN,15,3,0.625
Google,QDA,NN,15,5,0.916666666666667
Google,QDA,NN,16,1,0
Google,QDA,NN,16,3,0.6
Google,QDA,NN,16,5,0.5
Google,QDA,NN,17,1,0.25
Google,QDA,NN,17,3,0.3
Google,QDA,NN,17,5,0.5
Google,QDA,NN,18,1,0.5
Google,QDA,NN,18,3,1
Google,QDA,NN,18,5,0.75
Google,QDA,NN,19,1,0
Google,QDA,NN,19,3,0.8
Google,QDA,NN,19,5,0.583333333333333
Google,QDA,NN,20,1,0.333333333333333
Google,QDA,NN,20,3,0.25
Google,QDA,NN,20,5,0.583333333333333
Google,QDA,NN,21,1,0
Google,QDA,NN,21,3,0.555555555555556
Google,QDA,NN,21,5,0.833333333333333
Google,QDA,NN,22,1,0.333333333333333
Google,QDA,NN,22,3,0.75
Google,QDA,NN,22,5,1
Google,QDA,NN,23,1,0
Google,QDA,NN,23,3,0.875
Google,QDA,NN,23,5,0.75
Google,QDA,NN,24,1,0
Google,QDA,NN,24,3,0.75
Google,QDA,NN,24,5,0.833333333333333
Google,QDA,NN,25,1,0
Google,QDA,NN,25,3,0.5
Google,QDA,NN,25,5,0.5
Google,QDA,NN,26,1,0.25
Google,QDA,NN,26,3,0.25
Google,QDA,NN,26,5,0.5
Google,QDA,NN,27,1,1
Google,QDA,NN,27,3,0.6
Google,QDA,NN,27,5,0.833333333333333
Google,QDA,NN,28,1,0.6
Google,QDA,NN,28,3,0.7
Google,QDA,NN,28,5,1
Google,QDA,RF,1,1,1
Google,QDA,RF,1,3,0.3
Google,QDA,RF,1,5,1
Google,QDA,RF,2,1,0
Google,QDA,RF,2,3,0.166666666666667
Google,QDA,RF,2,5,0.416666666666667
Google,QDA,RF,3,1,1
Google,QDA,RF,3,3,0.222222222222222
Google,QDA,RF,3,5,1
Google,QDA,RF,4,1,0.5
Google,QDA,RF,4,3,0.571428571428571
Google,QDA,RF,4,5,1
Google,QDA,RF,5,1,0
Google,QDA,RF,5,3,0.333333333333333
Google,QDA,RF,5,5,0.5
Google,QDA,RF,6,1,0
Google,QDA,RF,6,3,0.416666666666667
Google,QDA,RF,6,5,1
Google,QDA,RF,7,1,0
Google,QDA,RF,7,3,0.75
Google,QDA,RF,7,5,1
Google,QDA,RF,8,1,0
Google,QDA,RF,8,3,0.25
Google,QDA,RF,8,5,1
Google,QDA,RF,9,1,0
Google,QDA,RF,9,3,0.25
Google,QDA,RF,9,5,0.5
Google,QDA,RF,10,1,0
Google,QDA,RF,10,3,0
Google,QDA,RF,10,5,0.75
Google,QDA,RF,11,1,0
Google,QDA,RF,11,3,0.125
Google,QDA,RF,11,5,0.5
Google,QDA,RF,12,1,1
Google,QDA,RF,12,3,0.2
Google,QDA,RF,12,5,1
Google,QDA,RF,13,1,0
Google,QDA,RF,13,3,0.5
Google,QDA,RF,13,5,1
Google,QDA,RF,14,1,0
Google,QDA,RF,14,3,0.75
Google,QDA,RF,14,5,1
Google,QDA,RF,15,1,0
Google,QDA,RF,15,3,0.416666666666667
Google,QDA,RF,15,5,0.916666666666667
Google,QDA,RF,16,1,0
Google,QDA,RF,16,3,0.25
Google,QDA,RF,16,5,0.416666666666667
Google,QDA,RF,17,1,0
Google,QDA,RF,17,3,0.25
Google,QDA,RF,17,5,0.5
Google,QDA,RF,18,1,1
Google,QDA,RF,18,3,0.416666666666667
Google,QDA,RF,18,5,1
Google,QDA,RF,19,1,0
Google,QDA,RF,19,3,0.333333333333333
Google,QDA,RF,19,5,0.583333333333333
Google,QDA,RF,20,1,0
Google,QDA,RF,20,3,0.25
Google,QDA,RF,20,5,0.583333333333333
Google,QDA,RF,21,1,0
Google,QDA,RF,21,3,0.416666666666667
Google,QDA,RF,21,5,0.833333333333333
Google,QDA,RF,22,1,0
Google,QDA,RF,22,3,1
Google,QDA,RF,22,5,1
Google,QDA,RF,23,1,0
Google,QDA,RF,23,3,0.583333333333333
Google,QDA,RF,23,5,0.75
Google,QDA,RF,24,1,0
Google,QDA,RF,24,3,0.5
Google,QDA,RF,24,5,0.833333333333333
Google,QDA,RF,25,1,1
Google,QDA,RF,25,3,0.222222222222222
Google,QDA,RF,25,5,0.5
Google,QDA,RF,26,1,0.5
Google,QDA,RF,26,3,0.25
Google,QDA,RF,26,5,0.5
Google,QDA,RF,27,1,0
Google,QDA,RF,27,3,0
Google,QDA,RF,27,5,0.833333333333333
Google,QDA,RF,28,1,0
Google,QDA,RF,28,3,0.583333333333333
Google,QDA,RF,28,5,1
Google,QDA,RGF,1,1,0
Google,QDA,RGF,1,3,0.166666666666667
Google,QDA,RGF,1,5,1
Google,QDA,RGF,2,1,0
Google,QDA,RGF,2,3,0
Google,QDA,RGF,2,5,0.375
Google,QDA,RGF,3,1,0
Google,QDA,RGF,3,3,0.583333333333333
Google,QDA,RGF,3,5,1
Google,QDA,RGF,4,1,0.5
Google,QDA,RGF,4,3,0.3
Google,QDA,RGF,4,5,1
Google,QDA,RGF,5,1,0
Google,QDA,RGF,5,3,0.333333333333333
Google,QDA,RGF,5,5,0.5
Google,QDA,RGF,6,1,0
Google,QDA,RGF,6,3,0.416666666666667
Google,QDA,RGF,6,5,1
Google,QDA,RGF,7,1,0
Google,QDA,RGF,7,3,0.75
Google,QDA,RGF,7,5,1
Google,QDA,RGF,8,1,1
Google,QDA,RGF,8,3,0.5
Google,QDA,RGF,8,5,1
Google,QDA,RGF,9,1,0
Google,QDA,RGF,9,3,0.285714285714286
Google,QDA,RGF,9,5,0.5
Google,QDA,RGF,10,1,0
Google,QDA,RGF,10,3,0.285714285714286
Google,QDA,RGF,10,5,0.75
Google,QDA,RGF,11,1,0
Google,QDA,RGF,11,3,0.125
Google,QDA,RGF,11,5,0.5
Google,QDA,RGF,12,1,0.5
Google,QDA,RGF,12,3,0.666666666666667
Google,QDA,RGF,12,5,1
Google,QDA,RGF,13,1,0
Google,QDA,RGF,13,3,0.5
Google,QDA,RGF,13,5,1
Google,QDA,RGF,14,1,0.25
Google,QDA,RGF,14,3,0.75
Google,QDA,RGF,14,5,1
Google,QDA,RGF,15,1,0
Google,QDA,RGF,15,3,0.416666666666667
Google,QDA,RGF,15,5,0.916666666666667
Google,QDA,RGF,16,1,0
Google,QDA,RGF,16,3,0.166666666666667
Google,QDA,RGF,16,5,0.416666666666667
Google,QDA,RGF,17,1,0
Google,QDA,RGF,17,3,0.25
Google,QDA,RGF,17,5,0.5
Google,QDA,RGF,18,1,1
Google,QDA,RGF,18,3,0.25
Google,QDA,RGF,18,5,1
Google,QDA,RGF,19,1,0
Google,QDA,RGF,19,3,0.333333333333333
Google,QDA,RGF,19,5,0.583333333333333
Google,QDA,RGF,20,1,0
Google,QDA,RGF,20,3,0.25
Google,QDA,RGF,20,5,0.583333333333333
Google,QDA,RGF,21,1,0
Google,QDA,RGF,21,3,0.285714285714286
Google,QDA,RGF,21,5,0.833333333333333
Google,QDA,RGF,22,1,0
Google,QDA,RGF,22,3,1
Google,QDA,RGF,22,5,1
Google,QDA,RGF,23,1,0
Google,QDA,RGF,23,3,0.5
Google,QDA,RGF,23,5,0.75
Google,QDA,RGF,24,1,0
Google,QDA,RGF,24,3,0.25
Google,QDA,RGF,24,5,0.833333333333333
Google,QDA,RGF,25,1,0
Google,QDA,RGF,25,3,0.181818181818182
Google,QDA,RGF,25,5,0.5
Google,QDA,RGF,26,1,0
Google,QDA,RGF,26,3,0.222222222222222
Google,QDA,RGF,26,5,0.5
Google,QDA,RGF,27,1,0
Google,QDA,RGF,27,3,0.333333333333333
Google,QDA,RGF,27,5,0.833333333333333
Google,QDA,RGF,28,1,0
Google,QDA,RGF,28,3,0.583333333333333
Google,QDA,RGF,28,5,1
Google,LR,CART,1,1,0
Google,LR,CART,1,3,0.333333333333333
Google,LR,CART,1,5,1
Google,LR,CART,2,1,0
Google,LR,CART,2,3,1
Google,LR,CART,2,5,1
Google,LR,CART,3,1,0.166666666666667
Google,LR,CART,3,3,1
Google,LR,CART,3,5,1
Google,LR,CART,4,1,0.5
Google,LR,CART,4,3,0.3
Google,LR,CART,4,5,1
Google,LR,CART,5,1,0.166666666666667
Google,LR,CART,5,3,1
Google,LR,CART,5,5,1
Google,LR,CART,6,1,0.2
Google,LR,CART,6,3,1
Google,LR,CART,6,5,1
Google,LR,CART,7,1,0.1
Google,LR,CART,7,3,1
Google,LR,CART,7,5,1
Google,LR,CART,8,1,1
Google,LR,CART,8,3,0.181818181818182
Google,LR,CART,8,5,1
Google,LR,CART,9,1,0.333333333333333
Google,LR,CART,9,3,0.6
Google,LR,CART,9,5,1
Google,LR,CART,10,1,1
Google,LR,CART,10,3,0.333333333333333
Google,LR,CART,10,5,1
Google,LR,CART,11,1,0
Google,LR,CART,11,3,0.916666666666667
Google,LR,CART,11,5,1
Google,LR,CART,12,1,0.25
Google,LR,CART,12,3,1
Google,LR,CART,12,5,1
Google,LR,CART,13,1,0.5
Google,LR,CART,13,3,0.833333333333333
Google,LR,CART,13,5,1
Google,LR,CART,14,1,0.25
Google,LR,CART,14,3,0.5
Google,LR,CART,14,5,1
Google,LR,CART,15,1,0.25
Google,LR,CART,15,3,0.25
Google,LR,CART,15,5,1
Google,LR,CART,16,1,0.2
Google,LR,CART,16,3,0.25
Google,LR,CART,16,5,0.583333333333333
Google,LR,CART,17,1,0
Google,LR,CART,17,3,0.833333333333333
Google,LR,CART,17,5,1
Google,LR,CART,18,1,0.5
Google,LR,CART,18,3,0.272727272727273
Google,LR,CART,18,5,1
Google,LR,CART,19,1,0
Google,LR,CART,19,3,0.222222222222222
Google,LR,CART,19,5,1
Google,LR,CART,20,1,0.2
Google,LR,CART,20,3,1
Google,LR,CART,20,5,1
Google,LR,CART,21,1,0.125
Google,LR,CART,21,3,1
Google,LR,CART,21,5,1
Google,LR,CART,22,1,0
Google,LR,CART,22,3,0.272727272727273
Google,LR,CART,22,5,1
Google,LR,CART,23,1,0.25
Google,LR,CART,23,3,1
Google,LR,CART,23,5,1
Google,LR,CART,24,1,0.1
Google,LR,CART,24,3,0.416666666666667
Google,LR,CART,24,5,1
Google,LR,CART,25,1,0
Google,LR,CART,25,3,0.416666666666667
Google,LR,CART,25,5,1
Google,LR,CART,26,1,0
Google,LR,CART,26,3,1
Google,LR,CART,26,5,1
Google,LR,CART,27,1,1
Google,LR,CART,27,3,0.583333333333333
Google,LR,CART,27,5,1
Google,LR,CART,28,1,0.222222222222222
Google,LR,CART,28,3,1
Google,LR,CART,28,5,1
Google,LR,GBDT,1,1,0.5
Google,LR,GBDT,1,3,0.444444444444444
Google,LR,GBDT,1,5,1
Google,LR,GBDT,2,1,0
Google,LR,GBDT,2,3,0.416666666666667
Google,LR,GBDT,2,5,1
Google,LR,GBDT,3,1,0.5
Google,LR,GBDT,3,3,1
Google,LR,GBDT,3,5,1
Google,LR,GBDT,4,1,0.5
Google,LR,GBDT,4,3,0.25
Google,LR,GBDT,4,5,1
Google,LR,GBDT,5,1,0
Google,LR,GBDT,5,3,0.25
Google,LR,GBDT,5,5,1
Google,LR,GBDT,6,1,0.5
Google,LR,GBDT,6,3,1
Google,LR,GBDT,6,5,1
Google,LR,GBDT,7,1,1
Google,LR,GBDT,7,3,1
Google,LR,GBDT,7,5,1
Google,LR,GBDT,8,1,0.5
Google,LR,GBDT,8,3,0.25
Google,LR,GBDT,8,5,1
Google,LR,GBDT,9,1,1
Google,LR,GBDT,9,3,0.666666666666667
Google,LR,GBDT,9,5,1
Google,LR,GBDT,10,1,0
Google,LR,GBDT,10,3,0
Google,LR,GBDT,10,5,1
Google,LR,GBDT,11,1,0
Google,LR,GBDT,11,3,0.333333333333333
Google,LR,GBDT,11,5,1
Google,LR,GBDT,12,1,1
Google,LR,GBDT,12,3,0.416666666666667
Google,LR,GBDT,12,5,1
Google,LR,GBDT,13,1,0
Google,LR,GBDT,13,3,1
Google,LR,GBDT,13,5,1
Google,LR,GBDT,14,1,0.5
Google,LR,GBDT,14,3,0.5
Google,LR,GBDT,14,5,1
Google,LR,GBDT,15,1,0
Google,LR,GBDT,15,3,0.25
Google,LR,GBDT,15,5,1
Google,LR,GBDT,16,1,0
Google,LR,GBDT,16,3,0.5
Google,LR,GBDT,16,5,0.583333333333333
Google,LR,GBDT,17,1,0
Google,LR,GBDT,17,3,0.833333333333333
Google,LR,GBDT,17,5,1
Google,LR,GBDT,18,1,1
Google,LR,GBDT,18,3,0.5
Google,LR,GBDT,18,5,0.583333333333333
Google,LR,GBDT,19,1,0
Google,LR,GBDT,19,3,0.333333333333333
Google,LR,GBDT,19,5,1
Google,LR,GBDT,20,1,0
Google,LR,GBDT,20,3,1
Google,LR,GBDT,20,5,1
Google,LR,GBDT,21,1,1
Google,LR,GBDT,21,3,1
Google,LR,GBDT,21,5,1
Google,LR,GBDT,22,1,0
Google,LR,GBDT,22,3,0.333333333333333
Google,LR,GBDT,22,5,1
Google,LR,GBDT,23,1,0
Google,LR,GBDT,23,3,1
Google,LR,GBDT,23,5,1
Google,LR,GBDT,24,1,0
Google,LR,GBDT,24,3,0.5
Google,LR,GBDT,24,5,1
Google,LR,GBDT,25,1,0
Google,LR,GBDT,25,3,0.5
Google,LR,GBDT,25,5,1
Google,LR,GBDT,26,1,1
Google,LR,GBDT,26,3,0.25
Google,LR,GBDT,26,5,0.666666666666667
Google,LR,GBDT,27,1,0
Google,LR,GBDT,27,3,0.583333333333333
Google,LR,GBDT,27,5,1
Google,LR,GBDT,28,1,0.5
Google,LR,GBDT,28,3,1
Google,LR,GBDT,28,5,1
Google,LR,NN,1,1,1
Google,LR,NN,1,3,0.666666666666667
Google,LR,NN,1,5,1
Google,LR,NN,2,1,0
Google,LR,NN,2,3,0.75
Google,LR,NN,2,5,1
Google,LR,NN,3,1,1
Google,LR,NN,3,3,0.25
Google,LR,NN,3,5,1
Google,LR,NN,4,1,0.333333333333333
Google,LR,NN,4,3,0.25
Google,LR,NN,4,5,1
Google,LR,NN,5,1,0
Google,LR,NN,5,3,0.666666666666667
Google,LR,NN,5,5,1
Google,LR,NN,6,1,0.166666666666667
Google,LR,NN,6,3,1
Google,LR,NN,6,5,1
Google,LR,NN,7,1,0
Google,LR,NN,7,3,1
Google,LR,NN,7,5,1
Google,LR,NN,8,1,0
Google,LR,NN,8,3,0.25
Google,LR,NN,8,5,1
Google,LR,NN,9,1,1
Google,LR,NN,9,3,0.5
Google,LR,NN,9,5,1
Google,LR,NN,10,1,0
Google,LR,NN,10,3,0.5
Google,LR,NN,10,5,1
Google,LR,NN,11,1,0
Google,LR,NN,11,3,0.5
Google,LR,NN,11,5,1
Google,LR,NN,12,1,1
Google,LR,NN,12,3,0.333333333333333
Google,LR,NN,12,5,0.666666666666667
Google,LR,NN,13,1,0
Google,LR,NN,13,3,0.25
Google,LR,NN,13,5,0.75
Google,LR,NN,14,1,0.4
Google,LR,NN,14,3,0.5
Google,LR,NN,14,5,1
Google,LR,NN,15,1,0
Google,LR,NN,15,3,0.375
Google,LR,NN,15,5,1
Google,LR,NN,16,1,0
Google,LR,NN,16,3,0.142857142857143
Google,LR,NN,16,5,0.7
Google,LR,NN,17,1,0.25
Google,LR,NN,17,3,0.666666666666667
Google,LR,NN,17,5,1
Google,LR,NN,18,1,0.5
Google,LR,NN,18,3,0.6
Google,LR,NN,18,5,0.75
Google,LR,NN,19,1,1
Google,LR,NN,19,3,0.285714285714286
Google,LR,NN,19,5,1
Google,LR,NN,20,1,0.333333333333333
Google,LR,NN,20,3,1
Google,LR,NN,20,5,1
Google,LR,NN,21,1,0
Google,LR,NN,21,3,0.75
Google,LR,NN,21,5,1
Google,LR,NN,22,1,0
Google,LR,NN,22,3,0.3
Google,LR,NN,22,5,1
Google,LR,NN,23,1,0
Google,LR,NN,23,3,0.666666666666667
Google,LR,NN,23,5,1
Google,LR,NN,24,1,0
Google,LR,NN,24,3,0.625
Google,LR,NN,24,5,1
Google,LR,NN,25,1,0
Google,LR,NN,25,3,0.571428571428571
Google,LR,NN,25,5,1
Google,LR,NN,26,1,0.25
Google,LR,NN,26,3,1
Google,LR,NN,26,5,1
Google,LR,NN,27,1,1
Google,LR,NN,27,3,0.1
Google,LR,NN,27,5,1
Google,LR,NN,28,1,0.2
Google,LR,NN,28,3,0.833333333333333
Google,LR,NN,28,5,1
Google,LR,RF,1,1,1
Google,LR,RF,1,3,0.5
Google,LR,RF,1,5,1
Google,LR,RF,2,1,0
Google,LR,RF,2,3,0.333333333333333
Google,LR,RF,2,5,1
Google,LR,RF,3,1,1
Google,LR,RF,3,3,0.333333333333333
Google,LR,RF,3,5,1
Google,LR,RF,4,1,1
Google,LR,RF,4,3,0.6
Google,LR,RF,4,5,1
Google,LR,RF,5,1,0
Google,LR,RF,5,3,0.333333333333333
Google,LR,RF,5,5,1
Google,LR,RF,6,1,0
Google,LR,RF,6,3,1
Google,LR,RF,6,5,1
Google,LR,RF,7,1,1
Google,LR,RF,7,3,1
Google,LR,RF,7,5,1
Google,LR,RF,8,1,0
Google,LR,RF,8,3,0.4
Google,LR,RF,8,5,1
Google,LR,RF,9,1,1
Google,LR,RF,9,3,0.5
Google,LR,RF,9,5,1
Google,LR,RF,10,1,0
Google,LR,RF,10,3,0
Google,LR,RF,10,5,1
Google,LR,RF,11,1,0
Google,LR,RF,11,3,0.416666666666667
Google,LR,RF,11,5,1
Google,LR,RF,12,1,1
Google,LR,RF,12,3,0.333333333333333
Google,LR,RF,12,5,1
Google,LR,RF,13,1,1
Google,LR,RF,13,3,1
Google,LR,RF,13,5,1
Google,LR,RF,14,1,0
Google,LR,RF,14,3,0.5
Google,LR,RF,14,5,1
Google,LR,RF,15,1,0
Google,LR,RF,15,3,0.25
Google,LR,RF,15,5,1
Google,LR,RF,16,1,0
Google,LR,RF,16,3,0.25
Google,LR,RF,16,5,0.583333333333333
Google,LR,RF,17,1,0
Google,LR,RF,17,3,0.833333333333333
Google,LR,RF,17,5,1
Google,LR,RF,18,1,1
Google,LR,RF,18,3,0.25
Google,LR,RF,18,5,1
Google,LR,RF,19,1,0
Google,LR,RF,19,3,0.333333333333333
Google,LR,RF,19,5,1
Google,LR,RF,20,1,0
Google,LR,RF,20,3,1
Google,LR,RF,20,5,1
Google,LR,RF,21,1,1
Google,LR,RF,21,3,1
Google,LR,RF,21,5,1
Google,LR,RF,22,1,0
Google,LR,RF,22,3,0.333333333333333
Google,LR,RF,22,5,1
Google,LR,RF,23,1,0
Google,LR,RF,23,3,1
Google,LR,RF,23,5,1
Google,LR,RF,24,1,0
Google,LR,RF,24,3,0.416666666666667
Google,LR,RF,24,5,1
Google,LR,RF,25,1,1
Google,LR,RF,25,3,0.444444444444444
Google,LR,RF,25,5,1
Google,LR,RF,26,1,0.5
Google,LR,RF,26,3,1
Google,LR,RF,26,5,1
Google,LR,RF,27,1,0
Google,LR,RF,27,3,0.428571428571429
Google,LR,RF,27,5,1
Google,LR,RF,28,1,0.5
Google,LR,RF,28,3,1
Google,LR,RF,28,5,1
Google,LR,RGF,1,1,0
Google,LR,RGF,1,3,0.3
Google,LR,RGF,1,5,1
Google,LR,RGF,2,1,0
Google,LR,RGF,2,3,0.25
Google,LR,RGF,2,5,0.5
Google,LR,RGF,3,1,0
Google,LR,RGF,3,3,1
Google,LR,RGF,3,5,1
Google,LR,RGF,4,1,0
Google,LR,RGF,4,3,0.25
Google,LR,RGF,4,5,1
Google,LR,RGF,5,1,0
Google,LR,RGF,5,3,1
Google,LR,RGF,5,5,1
Google,LR,RGF,6,1,0
Google,LR,RGF,6,3,1
Google,LR,RGF,6,5,1
Google,LR,RGF,7,1,1
Google,LR,RGF,7,3,1
Google,LR,RGF,7,5,1
Google,LR,RGF,8,1,1
Google,LR,RGF,8,3,0.25
Google,LR,RGF,8,5,1
Google,LR,RGF,9,1,1
Google,LR,RGF,9,3,0.5
Google,LR,RGF,9,5,1
Google,LR,RGF,10,1,0
Google,LR,RGF,10,3,0.285714285714286
Google,LR,RGF,10,5,1
Google,LR,RGF,11,1,0
Google,LR,RGF,11,3,0.416666666666667
Google,LR,RGF,11,5,1
Google,LR,RGF,12,1,0.5
Google,LR,RGF,12,3,1
Google,LR,RGF,12,5,1
Google,LR,RGF,13,1,0
Google,LR,RGF,13,3,1
Google,LR,RGF,13,5,1
Google,LR,RGF,14,1,0.4
Google,LR,RGF,14,3,0.5
Google,LR,RGF,14,5,1
Google,LR,RGF,15,1,0
Google,LR,RGF,15,3,0.25
Google,LR,RGF,15,5,1
Google,LR,RGF,16,1,0
Google,LR,RGF,16,3,0.75
Google,LR,RGF,16,5,0.583333333333333
Google,LR,RGF,17,1,0
Google,LR,RGF,17,3,0.833333333333333
Google,LR,RGF,17,5,1
Google,LR,RGF,18,1,1
Google,LR,RGF,18,3,0.333333333333333
Google,LR,RGF,18,5,1
Google,LR,RGF,19,1,0
Google,LR,RGF,19,3,0.333333333333333
Google,LR,RGF,19,5,1
Google,LR,RGF,20,1,0
Google,LR,RGF,20,3,1
Google,LR,RGF,20,5,1
Google,LR,RGF,21,1,1
Google,LR,RGF,21,3,0.333333333333333
Google,LR,RGF,21,5,1
Google,LR,RGF,22,1,0
Google,LR,RGF,22,3,0.333333333333333
Google,LR,RGF,22,5,1
Google,LR,RGF,23,1,0
Google,LR,RGF,23,3,0.666666666666667
Google,LR,RGF,23,5,1
Google,LR,RGF,24,1,0
Google,LR,RGF,24,3,0.285714285714286
Google,LR,RGF,24,5,1
Google,LR,RGF,25,1,0
Google,LR,RGF,25,3,0.5
Google,LR,RGF,25,5,1
Google,LR,RGF,26,1,0
Google,LR,RGF,26,3,0.666666666666667
Google,LR,RGF,26,5,1
Google,LR,RGF,27,1,0
Google,LR,RGF,27,3,0.583333333333333
Google,LR,RGF,27,5,1
Google,LR,RGF,28,1,0.5
Google,LR,RGF,28,3,1
Google,LR,RGF,28,5,1
Google,CART,GBDT,1,1,0.333333333333333
Google,CART,GBDT,1,3,0.75
Google,CART,GBDT,1,5,1
Google,CART,GBDT,2,1,0.166666666666667
Google,CART,GBDT,2,3,0.416666666666667
Google,CART,GBDT,2,5,1
Google,CART,GBDT,3,1,0.333333333333333
Google,CART,GBDT,3,3,1
Google,CART,GBDT,3,5,1
Google,CART,GBDT,4,1,1
Google,CART,GBDT,4,3,0.833333333333333
Google,CART,GBDT,4,5,1
Google,CART,GBDT,5,1,0.166666666666667
Google,CART,GBDT,5,3,0.25
Google,CART,GBDT,5,5,1
Google,CART,GBDT,6,1,0.166666666666667
Google,CART,GBDT,6,3,1
Google,CART,GBDT,6,5,1
Google,CART,GBDT,7,1,0.1
Google,CART,GBDT,7,3,1
Google,CART,GBDT,7,5,1
