Dataset,Model1,Model2,Period,Topn,Overlap
Google,RF,RGF,15,3,1
Google,RF,RGF,15,5,1
Google,RF,RGF,16,1,1
Google,RF,RGF,16,3,0.333333333333333
Google,RF,RGF,16,5,1
Google,RF,RGF,17,1,0.5
Google,RF,RGF,17,3,1
Google,RF,RGF,17,5,1
Google,RF,RGF,18,1,1
Google,RF,RGF,18,3,0.416666666666667
Google,RF,RGF,18,5,1
Google,RF,RGF,19,1,0
Google,RF,RGF,19,3,1
Google,RF,RGF,19,5,1
Google,RF,RGF,20,1,1
Google,RF,RGF,20,3,1
Google,RF,RGF,20,5,1
Google,RF,RGF,21,1,1
Google,RF,RGF,21,3,0.333333333333333
Google,RF,RGF,21,5,1
Google,RF,RGF,22,1,0.5
Google,RF,RGF,22,3,1
Google,RF,RGF,22,5,1
Google,RF,RGF,23,1,0
Google,RF,RGF,23,3,0.666666666666667
Google,RF,RGF,23,5,1
Google,RF,RGF,24,1,1
Google,RF,RGF,24,3,0.333333333333333
Google,RF,RGF,24,5,1
Google,RF,RGF,25,1,0
Google,RF,RGF,25,3,0.8
Google,RF,RGF,25,5,1
Google,RF,RGF,26,1,0.333333333333333
Google,RF,RGF,26,3,0.666666666666667
Google,RF,RGF,26,5,1
Google,RF,RGF,27,1,0
Google,RF,RGF,27,3,0.25
Google,RF,RGF,27,5,1
Google,RF,RGF,28,1,1
Google,RF,RGF,28,3,1
Google,RF,RGF,28,5,1
Backblaze,LDA,QDA,1,1,0
Backblaze,LDA,QDA,1,3,0.666666666666667
Backblaze,LDA,QDA,1,5,1
Backblaze,LDA,QDA,2,1,1
Backblaze,LDA,QDA,2,3,0.375
Backblaze,LDA,QDA,2,5,0.352941176470588
Backblaze,LDA,QDA,3,1,1
Backblaze,LDA,QDA,3,3,1
Backblaze,LDA,QDA,3,5,0.714285714285714
Backblaze,LDA,QDA,4,1,1
Backblaze,LDA,QDA,4,3,0.75
Backblaze,LDA,QDA,4,5,0.714285714285714
Backblaze,LDA,QDA,5,1,1
Backblaze,LDA,QDA,5,3,0.235294117647059
Backblaze,LDA,QDA,5,5,1
Backblaze,LDA,QDA,6,1,0
Backblaze,LDA,QDA,6,3,0.6
Backblaze,LDA,QDA,6,5,0.352941176470588
Backblaze,LDA,QDA,7,1,1
Backblaze,LDA,QDA,7,3,1
Backblaze,LDA,QDA,7,5,0.294117647058824
Backblaze,LDA,QDA,8,1,1
Backblaze,LDA,QDA,8,3,0.5
Backblaze,LDA,QDA,8,5,0.470588235294118
Backblaze,LDA,QDA,9,1,1
Backblaze,LDA,QDA,9,3,1
Backblaze,LDA,QDA,9,5,1
Backblaze,LDA,QDA,10,1,0.333333333333333
Backblaze,LDA,QDA,10,3,0.8125
Backblaze,LDA,QDA,10,5,0.941176470588235
Backblaze,LDA,QDA,11,1,0.5
Backblaze,LDA,QDA,11,3,0.176470588235294
Backblaze,LDA,QDA,11,5,0.294117647058824
Backblaze,LDA,QDA,12,1,0
Backblaze,LDA,QDA,12,3,0.428571428571429
Backblaze,LDA,QDA,12,5,1
Backblaze,LDA,QDA,13,1,1
Backblaze,LDA,QDA,13,3,1
Backblaze,LDA,QDA,13,5,0.857142857142857
Backblaze,LDA,QDA,14,1,1
Backblaze,LDA,QDA,14,3,0.6
Backblaze,LDA,QDA,14,5,0.294117647058824
Backblaze,LDA,QDA,15,1,1
Backblaze,LDA,QDA,15,3,0.333333333333333
Backblaze,LDA,QDA,15,5,0.6875
Backblaze,LDA,QDA,16,1,1
Backblaze,LDA,QDA,16,3,0.375
Backblaze,LDA,QDA,16,5,0.352941176470588
Backblaze,LDA,QDA,17,1,1
Backblaze,LDA,QDA,17,3,0.5
Backblaze,LDA,QDA,17,5,1
Backblaze,LDA,QDA,18,1,1
Backblaze,LDA,QDA,18,3,0.6
Backblaze,LDA,QDA,18,5,0.75
Backblaze,LDA,QDA,19,1,1
Backblaze,LDA,QDA,19,3,0.6
Backblaze,LDA,QDA,19,5,0.294117647058824
Backblaze,LDA,QDA,20,1,0.5
Backblaze,LDA,QDA,20,3,0.777777777777778
Backblaze,LDA,QDA,20,5,1
Backblaze,LDA,QDA,21,1,0.5
Backblaze,LDA,QDA,21,3,0.5
Backblaze,LDA,QDA,21,5,0.352941176470588
Backblaze,LDA,QDA,22,1,1
Backblaze,LDA,QDA,22,3,0.6
Backblaze,LDA,QDA,22,5,0.75
Backblaze,LDA,QDA,23,1,0.333333333333333
Backblaze,LDA,QDA,23,3,0.352941176470588
Backblaze,LDA,QDA,23,5,1
Backblaze,LDA,QDA,24,1,1
Backblaze,LDA,QDA,24,3,1
Backblaze,LDA,QDA,24,5,1
Backblaze,LDA,QDA,25,1,0.5
Backblaze,LDA,QDA,25,3,0.5
Backblaze,LDA,QDA,25,5,0.666666666666667
Backblaze,LDA,QDA,26,1,0.5
Backblaze,LDA,QDA,26,3,0.6
Backblaze,LDA,QDA,26,5,0.764705882352941
Backblaze,LDA,QDA,27,1,1
Backblaze,LDA,QDA,27,3,0.666666666666667
Backblaze,LDA,QDA,27,5,0.777777777777778
Backblaze,LDA,QDA,28,1,0.5
Backblaze,LDA,QDA,28,3,0.75
Backblaze,LDA,QDA,28,5,0.625
Backblaze,LDA,QDA,29,1,0
Backblaze,LDA,QDA,29,3,0.75
Backblaze,LDA,QDA,29,5,0.555555555555556
Backblaze,LDA,QDA,30,1,0.5
Backblaze,LDA,QDA,30,3,0.5
Backblaze,LDA,QDA,30,5,0.777777777777778
Backblaze,LDA,QDA,31,1,1
Backblaze,LDA,QDA,31,3,0.4
Backblaze,LDA,QDA,31,5,0.714285714285714
Backblaze,LDA,QDA,32,1,1
Backblaze,LDA,QDA,32,3,0.375
Backblaze,LDA,QDA,32,5,0.294117647058824
Backblaze,LDA,QDA,33,1,0.5
Backblaze,LDA,QDA,33,3,0.5
Backblaze,LDA,QDA,33,5,0.294117647058824
Backblaze,LDA,QDA,34,1,0
Backblaze,LDA,QDA,34,3,0.4
Backblaze,LDA,QDA,34,5,0.5
Backblaze,LDA,QDA,35,1,0
Backblaze,LDA,QDA,35,3,0.5
Backblaze,LDA,QDA,35,5,0.555555555555556
Backblaze,LDA,QDA,36,1,0
Backblaze,LDA,QDA,36,3,0.75
Backblaze,LDA,QDA,36,5,0.625
Backblaze,LDA,LR,1,1,0
Backblaze,LDA,LR,1,3,0.5
Backblaze,LDA,LR,1,5,1
Backblaze,LDA,LR,2,1,1
Backblaze,LDA,LR,2,3,0.176470588235294
Backblaze,LDA,LR,2,5,0.352941176470588
Backblaze,LDA,LR,3,1,1
Backblaze,LDA,LR,3,3,0.176470588235294
Backblaze,LDA,LR,3,5,0.352941176470588
Backblaze,LDA,LR,4,1,1
Backblaze,LDA,LR,4,3,1
Backblaze,LDA,LR,4,5,0.294117647058824
Backblaze,LDA,LR,5,1,1
Backblaze,LDA,LR,5,3,0.176470588235294
Backblaze,LDA,LR,5,5,1
Backblaze,LDA,LR,6,1,0
Backblaze,LDA,LR,6,3,0.294117647058824
Backblaze,LDA,LR,6,5,1
Backblaze,LDA,LR,7,1,1
Backblaze,LDA,LR,7,3,0.75
Backblaze,LDA,LR,7,5,0.294117647058824
Backblaze,LDA,LR,8,1,1
Backblaze,LDA,LR,8,3,0.470588235294118
Backblaze,LDA,LR,8,5,1
Backblaze,LDA,LR,9,1,0.333333333333333
Backblaze,LDA,LR,9,3,0.176470588235294
Backblaze,LDA,LR,9,5,0.294117647058824
Backblaze,LDA,LR,10,1,1
Backblaze,LDA,LR,10,3,0.764705882352941
Backblaze,LDA,LR,10,5,0.941176470588235
Backblaze,LDA,LR,11,1,1
Backblaze,LDA,LR,11,3,0.75
Backblaze,LDA,LR,11,5,0.294117647058824
Backblaze,LDA,LR,12,1,1
Backblaze,LDA,LR,12,3,0.176470588235294
Backblaze,LDA,LR,12,5,1
Backblaze,LDA,LR,13,1,1
Backblaze,LDA,LR,13,3,1
Backblaze,LDA,LR,13,5,0.411764705882353
Backblaze,LDA,LR,14,1,1
Backblaze,LDA,LR,14,3,0.5
Backblaze,LDA,LR,14,5,1
Backblaze,LDA,LR,15,1,1
Backblaze,LDA,LR,15,3,1
Backblaze,LDA,LR,15,5,0.941176470588235
Backblaze,LDA,LR,16,1,1
Backblaze,LDA,LR,16,3,0.176470588235294
Backblaze,LDA,LR,16,5,0.352941176470588
Backblaze,LDA,LR,17,1,1
Backblaze,LDA,LR,17,3,0.411764705882353
Backblaze,LDA,LR,17,5,1
Backblaze,LDA,LR,18,1,1
Backblaze,LDA,LR,18,3,0.6
Backblaze,LDA,LR,18,5,0.352941176470588
Backblaze,LDA,LR,19,1,1
Backblaze,LDA,LR,19,3,0.75
Backblaze,LDA,LR,19,5,0.294117647058824
Backblaze,LDA,LR,20,1,0.5
Backblaze,LDA,LR,20,3,0.411764705882353
Backblaze,LDA,LR,20,5,1
Backblaze,LDA,LR,21,1,1
Backblaze,LDA,LR,21,3,1
Backblaze,LDA,LR,21,5,0.352941176470588
Backblaze,LDA,LR,22,1,1
Backblaze,LDA,LR,22,3,0.75
Backblaze,LDA,LR,22,5,0.352941176470588
Backblaze,LDA,LR,23,1,1
Backblaze,LDA,LR,23,3,1
Backblaze,LDA,LR,23,5,1
Backblaze,LDA,LR,24,1,0
Backblaze,LDA,LR,24,3,1
Backblaze,LDA,LR,24,5,0.833333333333333
Backblaze,LDA,LR,25,1,0.5
Backblaze,LDA,LR,25,3,0.666666666666667
Backblaze,LDA,LR,25,5,0.411764705882353
Backblaze,LDA,LR,26,1,0
Backblaze,LDA,LR,26,3,1
Backblaze,LDA,LR,26,5,0.764705882352941
Backblaze,LDA,LR,27,1,1
Backblaze,LDA,LR,27,3,0.666666666666667
Backblaze,LDA,LR,27,5,0.470588235294118
Backblaze,LDA,LR,28,1,1
Backblaze,LDA,LR,28,3,0.75
Backblaze,LDA,LR,28,5,0.625
Backblaze,LDA,LR,29,1,1
Backblaze,LDA,LR,29,3,0.75
Backblaze,LDA,LR,29,5,0.294117647058824
Backblaze,LDA,LR,30,1,1
Backblaze,LDA,LR,30,3,0.8
Backblaze,LDA,LR,30,5,0.411764705882353
Backblaze,LDA,LR,31,1,1
Backblaze,LDA,LR,31,3,0.5
Backblaze,LDA,LR,31,5,0.352941176470588
Backblaze,LDA,LR,32,1,1
Backblaze,LDA,LR,32,3,1
Backblaze,LDA,LR,32,5,0.714285714285714
Backblaze,LDA,LR,33,1,1
Backblaze,LDA,LR,33,3,1
Backblaze,LDA,LR,33,5,0.294117647058824
Backblaze,LDA,LR,34,1,0
Backblaze,LDA,LR,34,3,0.75
Backblaze,LDA,LR,34,5,0.294117647058824
Backblaze,LDA,LR,35,1,1
Backblaze,LDA,LR,35,3,0.5
Backblaze,LDA,LR,35,5,0.294117647058824
Backblaze,LDA,LR,36,1,1
Backblaze,LDA,LR,36,3,0.176470588235294
Backblaze,LDA,LR,36,5,0.294117647058824
Backblaze,LDA,CART,1,1,0
Backblaze,LDA,CART,1,3,0.428571428571429
Backblaze,LDA,CART,1,5,1
Backblaze,LDA,CART,2,1,1
Backblaze,LDA,CART,2,3,0.375
Backblaze,LDA,CART,2,5,0.352941176470588
Backblaze,LDA,CART,3,1,1
Backblaze,LDA,CART,3,3,0.428571428571429
Backblaze,LDA,CART,3,5,0.352941176470588
Backblaze,LDA,CART,4,1,1
Backblaze,LDA,CART,4,3,0.4
Backblaze,LDA,CART,4,5,0.294117647058824
Backblaze,LDA,CART,5,1,1
Backblaze,LDA,CART,5,3,0.352941176470588
Backblaze,LDA,CART,5,5,1
Backblaze,LDA,CART,6,1,1
Backblaze,LDA,CART,6,3,0.333333333333333
Backblaze,LDA,CART,6,5,1
Backblaze,LDA,CART,7,1,1
Backblaze,LDA,CART,7,3,0.5
Backblaze,LDA,CART,7,5,0.294117647058824
Backblaze,LDA,CART,8,1,1
Backblaze,LDA,CART,8,3,0.470588235294118
Backblaze,LDA,CART,8,5,1
Backblaze,LDA,CART,9,1,1
Backblaze,LDA,CART,9,3,0.25
Backblaze,LDA,CART,9,5,0.294117647058824
Backblaze,LDA,CART,10,1,1
Backblaze,LDA,CART,10,3,0.266666666666667
Backblaze,LDA,CART,10,5,0.941176470588235
Backblaze,LDA,CART,11,1,0.333333333333333
Backblaze,LDA,CART,11,3,0.176470588235294
Backblaze,LDA,CART,11,5,0.294117647058824
Backblaze,LDA,CART,12,1,1
Backblaze,LDA,CART,12,3,0.176470588235294
Backblaze,LDA,CART,12,5,1
Backblaze,LDA,CART,13,1,1
Backblaze,LDA,CART,13,3,0.176470588235294
Backblaze,LDA,CART,13,5,0.411764705882353
Backblaze,LDA,CART,14,1,1
Backblaze,LDA,CART,14,3,0.176470588235294
Backblaze,LDA,CART,14,5,0.294117647058824
Backblaze,LDA,CART,15,1,1
Backblaze,LDA,CART,15,3,0.176470588235294
Backblaze,LDA,CART,15,5,0.941176470588235
Backblaze,LDA,CART,16,1,1
Backblaze,LDA,CART,16,3,0.176470588235294
Backblaze,LDA,CART,16,5,0.352941176470588
Backblaze,LDA,CART,17,1,0.25
Backblaze,LDA,CART,17,3,0.411764705882353
Backblaze,LDA,CART,17,5,1
Backblaze,LDA,CART,18,1,1
Backblaze,LDA,CART,18,3,0.25
Backblaze,LDA,CART,18,5,0.352941176470588
Backblaze,LDA,CART,19,1,1
Backblaze,LDA,CART,19,3,0.176470588235294
Backblaze,LDA,CART,19,5,0.294117647058824
Backblaze,LDA,CART,20,1,1
Backblaze,LDA,CART,20,3,0.4
Backblaze,LDA,CART,20,5,1
Backblaze,LDA,CART,21,1,0.333333333333333
Backblaze,LDA,CART,21,3,0.3
Backblaze,LDA,CART,21,5,0.352941176470588
Backblaze,LDA,CART,22,1,1
Backblaze,LDA,CART,22,3,0.285714285714286
Backblaze,LDA,CART,22,5,0.352941176470588
Backblaze,LDA,CART,23,1,1
Backblaze,LDA,CART,23,3,0.529411764705882
Backblaze,LDA,CART,23,5,1
Backblaze,LDA,CART,24,1,0.5
Backblaze,LDA,CART,24,3,0.333333333333333
Backblaze,LDA,CART,24,5,0.294117647058824
Backblaze,LDA,CART,25,1,1
Backblaze,LDA,CART,25,3,0.444444444444444
Backblaze,LDA,CART,25,5,0.411764705882353
Backblaze,LDA,CART,26,1,0
Backblaze,LDA,CART,26,3,0.176470588235294
Backblaze,LDA,CART,26,5,0.764705882352941
Backblaze,LDA,CART,27,1,0.5
Backblaze,LDA,CART,27,3,0.416666666666667
Backblaze,LDA,CART,27,5,0.470588235294118
Backblaze,LDA,CART,28,1,0
Backblaze,LDA,CART,28,3,0.25
Backblaze,LDA,CART,28,5,0.294117647058824
Backblaze,LDA,CART,29,1,1
Backblaze,LDA,CART,29,3,0.285714285714286
Backblaze,LDA,CART,29,5,0.294117647058824
Backblaze,LDA,CART,30,1,1
Backblaze,LDA,CART,30,3,0.428571428571429
Backblaze,LDA,CART,30,5,0.411764705882353
Backblaze,LDA,CART,31,1,0.333333333333333
Backblaze,LDA,CART,31,3,0.272727272727273
Backblaze,LDA,CART,31,5,0.352941176470588
Backblaze,LDA,CART,32,1,1
Backblaze,LDA,CART,32,3,0.25
Backblaze,LDA,CART,32,5,0.294117647058824
Backblaze,LDA,CART,33,1,1
Backblaze,LDA,CART,33,3,0.25
Backblaze,LDA,CART,33,5,0.294117647058824
Backblaze,LDA,CART,34,1,1
Backblaze,LDA,CART,34,3,0.285714285714286
Backblaze,LDA,CART,34,5,0.294117647058824
Backblaze,LDA,CART,35,1,1
Backblaze,LDA,CART,35,3,0.25
Backblaze,LDA,CART,35,5,0.294117647058824
Backblaze,LDA,CART,36,1,0.5
Backblaze,LDA,CART,36,3,0.333333333333333
Backblaze,LDA,CART,36,5,0.294117647058824
Backblaze,LDA,GBDT,1,1,0
Backblaze,LDA,GBDT,1,3,0.833333333333333
Backblaze,LDA,GBDT,1,5,1
Backblaze,LDA,GBDT,2,1,1
Backblaze,LDA,GBDT,2,3,0.176470588235294
Backblaze,LDA,GBDT,2,5,0.352941176470588
Backblaze,LDA,GBDT,3,1,1
Backblaze,LDA,GBDT,3,3,0.176470588235294
Backblaze,LDA,GBDT,3,5,0.352941176470588
Backblaze,LDA,GBDT,4,1,1
Backblaze,LDA,GBDT,4,3,0.176470588235294
Backblaze,LDA,GBDT,4,5,0.294117647058824
Backblaze,LDA,GBDT,5,1,1
Backblaze,LDA,GBDT,5,3,1
Backblaze,LDA,GBDT,5,5,1
Backblaze,LDA,GBDT,6,1,1
Backblaze,LDA,GBDT,6,3,0.333333333333333
Backblaze,LDA,GBDT,6,5,1
Backblaze,LDA,GBDT,7,1,1
Backblaze,LDA,GBDT,7,3,0.176470588235294
Backblaze,LDA,GBDT,7,5,0.294117647058824
Backblaze,LDA,GBDT,8,1,1
Backblaze,LDA,GBDT,8,3,0.470588235294118
Backblaze,LDA,GBDT,8,5,1
Backblaze,LDA,GBDT,9,1,1
Backblaze,LDA,GBDT,9,3,0.176470588235294
Backblaze,LDA,GBDT,9,5,0.294117647058824
Backblaze,LDA,GBDT,10,1,1
Backblaze,LDA,GBDT,10,3,0.764705882352941
Backblaze,LDA,GBDT,10,5,0.941176470588235
Backblaze,LDA,GBDT,11,1,0
Backblaze,LDA,GBDT,11,3,0.176470588235294
Backblaze,LDA,GBDT,11,5,0.294117647058824
Backblaze,LDA,GBDT,12,1,1
Backblaze,LDA,GBDT,12,3,0.176470588235294
Backblaze,LDA,GBDT,12,5,1
Backblaze,LDA,GBDT,13,1,1
Backblaze,LDA,GBDT,13,3,0.176470588235294
Backblaze,LDA,GBDT,13,5,0.411764705882353
Backblaze,LDA,GBDT,14,1,1
Backblaze,LDA,GBDT,14,3,0.176470588235294
Backblaze,LDA,GBDT,14,5,0.294117647058824
Backblaze,LDA,GBDT,15,1,1
Backblaze,LDA,GBDT,15,3,0.176470588235294
Backblaze,LDA,GBDT,15,5,0.941176470588235
Backblaze,LDA,GBDT,16,1,1
Backblaze,LDA,GBDT,16,3,0.176470588235294
Backblaze,LDA,GBDT,16,5,0.352941176470588
Backblaze,LDA,GBDT,17,1,1
Backblaze,LDA,GBDT,17,3,0.333333333333333
Backblaze,LDA,GBDT,17,5,1
Backblaze,LDA,GBDT,18,1,1
Backblaze,LDA,GBDT,18,3,0.176470588235294
Backblaze,LDA,GBDT,18,5,0.352941176470588
Backblaze,LDA,GBDT,19,1,1
Backblaze,LDA,GBDT,19,3,0.2
Backblaze,LDA,GBDT,19,5,0.294117647058824
Backblaze,LDA,GBDT,20,1,1
Backblaze,LDA,GBDT,20,3,0.411764705882353
Backblaze,LDA,GBDT,20,5,1
Backblaze,LDA,GBDT,21,1,1
Backblaze,LDA,GBDT,21,3,0.4
Backblaze,LDA,GBDT,21,5,0.352941176470588
Backblaze,LDA,GBDT,22,1,1
Backblaze,LDA,GBDT,22,3,0.176470588235294
Backblaze,LDA,GBDT,22,5,0.352941176470588
Backblaze,LDA,GBDT,23,1,1
Backblaze,LDA,GBDT,23,3,0.176470588235294
Backblaze,LDA,GBDT,23,5,1
Backblaze,LDA,GBDT,24,1,0
Backblaze,LDA,GBDT,24,3,0.333333333333333
Backblaze,LDA,GBDT,24,5,0.294117647058824
Backblaze,LDA,GBDT,25,1,1
Backblaze,LDA,GBDT,25,3,0.235294117647059
Backblaze,LDA,GBDT,25,5,0.411764705882353
Backblaze,LDA,GBDT,26,1,0
Backblaze,LDA,GBDT,26,3,0.4
Backblaze,LDA,GBDT,26,5,0.764705882352941
Backblaze,LDA,GBDT,27,1,1
Backblaze,LDA,GBDT,27,3,0.25
Backblaze,LDA,GBDT,27,5,0.470588235294118
Backblaze,LDA,GBDT,28,1,1
Backblaze,LDA,GBDT,28,3,0.333333333333333
Backblaze,LDA,GBDT,28,5,0.294117647058824
Backblaze,LDA,GBDT,29,1,1
Backblaze,LDA,GBDT,29,3,0.166666666666667
Backblaze,LDA,GBDT,29,5,0.294117647058824
Backblaze,LDA,GBDT,30,1,1
Backblaze,LDA,GBDT,30,3,0.4
Backblaze,LDA,GBDT,30,5,0.411764705882353
Backblaze,LDA,GBDT,31,1,1
Backblaze,LDA,GBDT,31,3,0.5
Backblaze,LDA,GBDT,31,5,0.352941176470588
Backblaze,LDA,GBDT,32,1,1
Backblaze,LDA,GBDT,32,3,0.5
Backblaze,LDA,GBDT,32,5,0.444444444444444
Backblaze,LDA,GBDT,33,1,1
Backblaze,LDA,GBDT,33,3,0.4
Backblaze,LDA,GBDT,33,5,0.294117647058824
Backblaze,LDA,GBDT,34,1,1
Backblaze,LDA,GBDT,34,3,0.333333333333333
Backblaze,LDA,GBDT,34,5,0.294117647058824
Backblaze,LDA,GBDT,35,1,1
Backblaze,LDA,GBDT,35,3,0.333333333333333
Backblaze,LDA,GBDT,35,5,0.294117647058824
Backblaze,LDA,GBDT,36,1,1
Backblaze,LDA,GBDT,36,3,0.5
Backblaze,LDA,GBDT,36,5,0.294117647058824
Backblaze,LDA,NN,1,1,0
Backblaze,LDA,NN,1,3,0.625
Backblaze,LDA,NN,1,5,1
Backblaze,LDA,NN,2,1,1
Backblaze,LDA,NN,2,3,0.5
Backblaze,LDA,NN,2,5,0.352941176470588
Backblaze,LDA,NN,3,1,1
Backblaze,LDA,NN,3,3,0.4
Backblaze,LDA,NN,3,5,0.352941176470588
Backblaze,LDA,NN,4,1,1
Backblaze,LDA,NN,4,3,0.5
Backblaze,LDA,NN,4,5,0.294117647058824
Backblaze,LDA,NN,5,1,1
Backblaze,LDA,NN,5,3,1
Backblaze,LDA,NN,5,5,1
Backblaze,LDA,NN,6,1,0
Backblaze,LDA,NN,6,3,0.428571428571429
Backblaze,LDA,NN,6,5,1
Backblaze,LDA,NN,7,1,1
Backblaze,LDA,NN,7,3,0.5
Backblaze,LDA,NN,7,5,0.294117647058824
Backblaze,LDA,NN,8,1,1
Backblaze,LDA,NN,8,3,0.75
Backblaze,LDA,NN,8,5,1
Backblaze,LDA,NN,9,1,1
Backblaze,LDA,NN,9,3,0.5
Backblaze,LDA,NN,9,5,0.294117647058824
Backblaze,LDA,NN,10,1,1
Backblaze,LDA,NN,10,3,0.133333333333333
Backblaze,LDA,NN,10,5,0.941176470588235
Backblaze,LDA,NN,11,1,1
Backblaze,LDA,NN,11,3,0.6
Backblaze,LDA,NN,11,5,0.294117647058824
Backblaze,LDA,NN,12,1,0.333333333333333
Backblaze,LDA,NN,12,3,0.176470588235294
Backblaze,LDA,NN,12,5,1
Backblaze,LDA,NN,13,1,0.5
Backblaze,LDA,NN,13,3,0.333333333333333
Backblaze,LDA,NN,13,5,0.411764705882353
Backblaze,LDA,NN,14,1,1
Backblaze,LDA,NN,14,3,0.75
Backblaze,LDA,NN,14,5,0.294117647058824
Backblaze,LDA,NN,15,1,1
Backblaze,LDA,NN,15,3,0.176470588235294
Backblaze,LDA,NN,15,5,0.941176470588235
Backblaze,LDA,NN,16,1,1
Backblaze,LDA,NN,16,3,0.428571428571429
Backblaze,LDA,NN,16,5,0.352941176470588
Backblaze,LDA,NN,17,1,1
Backblaze,LDA,NN,17,3,0.666666666666667
Backblaze,LDA,NN,17,5,1
Backblaze,LDA,NN,18,1,1
Backblaze,LDA,NN,18,3,0.5
Backblaze,LDA,NN,18,5,0.352941176470588
Backblaze,LDA,NN,19,1,1
Backblaze,LDA,NN,19,3,0.166666666666667
Backblaze,LDA,NN,19,5,0.294117647058824
Backblaze,LDA,NN,20,1,1
Backblaze,LDA,NN,20,3,0.625
Backblaze,LDA,NN,20,5,1
Backblaze,LDA,NN,21,1,1
Backblaze,LDA,NN,21,3,0.333333333333333
Backblaze,LDA,NN,21,5,0.333333333333333
Backblaze,LDA,NN,22,1,1
Backblaze,LDA,NN,22,3,0.5
Backblaze,LDA,NN,22,5,0.352941176470588
Backblaze,LDA,NN,23,1,1
Backblaze,LDA,NN,23,3,0.176470588235294
Backblaze,LDA,NN,23,5,0.647058823529412
Backblaze,LDA,NN,24,1,0
Backblaze,LDA,NN,24,3,0.75
Backblaze,LDA,NN,24,5,0.833333333333333
Backblaze,LDA,NN,25,1,0
Backblaze,LDA,NN,25,3,0.333333333333333
Backblaze,LDA,NN,25,5,0.777777777777778
Backblaze,LDA,NN,26,1,0
Backblaze,LDA,NN,26,3,0.428571428571429
Backblaze,LDA,NN,26,5,0.764705882352941
Backblaze,LDA,NN,27,1,1
Backblaze,LDA,NN,27,3,0.5
Backblaze,LDA,NN,27,5,0.75
Backblaze,LDA,NN,28,1,1
Backblaze,LDA,NN,28,3,0.375
Backblaze,LDA,NN,28,5,0.294117647058824
Backblaze,LDA,NN,29,1,1
Backblaze,LDA,NN,29,3,0.333333333333333
Backblaze,LDA,NN,29,5,0.294117647058824
Backblaze,LDA,NN,30,1,1
Backblaze,LDA,NN,30,3,0.75
Backblaze,LDA,NN,30,5,0.411764705882353
Backblaze,LDA,NN,31,1,1
Backblaze,LDA,NN,31,3,0.4
Backblaze,LDA,NN,31,5,0.6
Backblaze,LDA,NN,32,1,1
Backblaze,LDA,NN,32,3,0.5
Backblaze,LDA,NN,32,5,0.294117647058824
Backblaze,LDA,NN,33,1,1
Backblaze,LDA,NN,33,3,1
Backblaze,LDA,NN,33,5,0.294117647058824
Backblaze,LDA,NN,34,1,1
Backblaze,LDA,NN,34,3,0.5
Backblaze,LDA,NN,34,5,0.555555555555556
Backblaze,LDA,NN,35,1,1
Backblaze,LDA,NN,35,3,0.333333333333333
Backblaze,LDA,NN,35,5,0.294117647058824
Backblaze,LDA,NN,36,1,1
Backblaze,LDA,NN,36,3,0.5
Backblaze,LDA,NN,36,5,0.714285714285714
Backblaze,LDA,RF,1,1,0
Backblaze,LDA,RF,1,3,0.294117647058824
Backblaze,LDA,RF,1,5,1
Backblaze,LDA,RF,2,1,1
Backblaze,LDA,RF,2,3,0.176470588235294
Backblaze,LDA,RF,2,5,0.352941176470588
Backblaze,LDA,RF,3,1,1
Backblaze,LDA,RF,3,3,0.176470588235294
Backblaze,LDA,RF,3,5,0.352941176470588
Backblaze,LDA,RF,4,1,1
Backblaze,LDA,RF,4,3,0.176470588235294
Backblaze,LDA,RF,4,5,0.294117647058824
Backblaze,LDA,RF,5,1,1
Backblaze,LDA,RF,5,3,1
Backblaze,LDA,RF,5,5,1
Backblaze,LDA,RF,6,1,1
Backblaze,LDA,RF,6,3,0.294117647058824
Backblaze,LDA,RF,6,5,1
Backblaze,LDA,RF,7,1,1
Backblaze,LDA,RF,7,3,0.176470588235294
Backblaze,LDA,RF,7,5,0.294117647058824
Backblaze,LDA,RF,8,1,1
Backblaze,LDA,RF,8,3,0.470588235294118
Backblaze,LDA,RF,8,5,1
Backblaze,LDA,RF,9,1,0.5
Backblaze,LDA,RF,9,3,0.176470588235294
Backblaze,LDA,RF,9,5,0.294117647058824
Backblaze,LDA,RF,10,1,1
Backblaze,LDA,RF,10,3,0.764705882352941
Backblaze,LDA,RF,10,5,0.941176470588235
Backblaze,LDA,RF,11,1,0
Backblaze,LDA,RF,11,3,0.176470588235294
Backblaze,LDA,RF,11,5,0.294117647058824
Backblaze,LDA,RF,12,1,1
Backblaze,LDA,RF,12,3,0.176470588235294
Backblaze,LDA,RF,12,5,1
Backblaze,LDA,RF,13,1,1
Backblaze,LDA,RF,13,3,0.176470588235294
Backblaze,LDA,RF,13,5,0.411764705882353
Backblaze,LDA,RF,14,1,1
Backblaze,LDA,RF,14,3,0.176470588235294
Backblaze,LDA,RF,14,5,0.294117647058824
Backblaze,LDA,RF,15,1,1
Backblaze,LDA,RF,15,3,0.176470588235294
Backblaze,LDA,RF,15,5,0.941176470588235
Backblaze,LDA,RF,16,1,1
Backblaze,LDA,RF,16,3,0.176470588235294
Backblaze,LDA,RF,16,5,0.352941176470588
Backblaze,LDA,RF,17,1,1
Backblaze,LDA,RF,17,3,0.411764705882353
Backblaze,LDA,RF,17,5,1
