Model,Iteration,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Test AP,Test AUPRC,Test AUPRC baseline,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9,Importance_10,Importance_11,Importance_12,Importance_13,Importance_14,Importance_15,Importance_16
LDA,1,0.04104549854791868,0.26433915211970077,0.9964142426308579,0.07105748282218871,0.8085793152216635,0.10304537710121242,0.004198423965213633,0.015740301684854192,0.015642818177181394,0.0005188124499462427,-4.688679755986414e-05,0.04550923290395561,-1.7779145404328565e-05,0.06636852407450149,0.02028949235411275,0.018766138705826396,-0.00015435945215154235,0.03547219871614062,0.03132965783692769,-7.955027879691378e-06,0.00031785920854312535,0.010079818105666338,0.002073253498132366,0.010565804207161267,0.001360127417208723,0.0006816022884951645,0.0002519624016662503
QDA,1,0.03864625544049227,0.64214463840399,0.9915269258486336,0.0729048697621744,0.896812421802902,0.15613243618158354,0.008378214483625747,0.037778040645010585,0.3287275015987213,0.0005188124499462427,0.0018630265006139624,0.06976880842685892,0.0011195619036221682,0.06647868639467984,0.01324400452456449,0.008109045425146521,0.018421907098266677,0.012970570385756063,0.006557450288198719,0.007128616731201487,0.0034276368837487413,0.02323761656879577,0.0028825921082247462,0.007595159741632473,0.00857686488704248,0.0008256589538225168,0.00015973878332511404
LR,1,0.1023908523908524,0.4912718204488778,0.9975016787011317,0.16946236559139785,0.8873994613004328,0.22348030176503686,0.006192302212293828,0.13017052925832348,0.2374706212334548,0.0005188124499462427,-4.4516244839387654e-05,0.08316986206916203,-2.4754040909180652e-05,0.04976442062494837,0.0037328455465234665,0.004219378698646303,0.008732500790659148,0.005762312200653619,0.0062337330791827125,0.0001786576175375476,-3.1204679562191195e-05,0.01831274770423934,0.005036421605080732,0.012980029802862414,9.575665364573993e-05,0.0009356389237918927,8.344801451960482e-05
CART,1,0.010729429905341157,0.6246882793017456,0.9699231096660841,0.02109651339060131,0.7973952970349079,0.07913495555658348,0.030076890333915973,0.00689726549876526,0.3178062128001979,0.0005188124499462427,0.03580070261815012,0.27219922900052146,0.04464121171714064,0.15553179304390935,0.06890188134129982,0.0369936148934533,0.10671521740988624,0.05875853698147726,0.0,0.00015967040199666994,0.0030598934960808675,0.0,0.041944423075279305,0.011344291441221932,0.10572471386687862,0.0009706729577489525,0.0
GBDT,1,0.03790951638065523,0.6059850374064838,0.9918167362944889,0.07135516076934371,0.8582252163455066,0.1501555953313176,0.007007166672607267,0.15262907579009194,0.1515618123029195,0.0005188124499462427,0.00028038624053698945,0.16863552466998888,0.0010396925119596334,0.018899163183492784,0.0020579588743293575,0.010623404079516141,0.002876962045513465,0.003436845569317293,0.0,4.558755233308176e-08,0.0001288988041815209,0.0,9.555150966025216e-05,0.0,0.0006315015684967395,0.0,0.0
NN,1,0.0692006383287393,0.5947630922693267,0.9956392584475217,0.1239766081871345,0.8804881490014139,0.201856117244403,0.005958041113293177,0.13347068077104593,0.25964691084972297,0.0005188124499462427,0.012730301191259685,0.08614442706419016,3.806560618513366e-06,0.07827330307459548,0.0064848976986833,0.02302018673801114,0.05643832431554554,0.017672835232339736,0.0037126502608463064,0.0018924760594119627,0.003780347776039683,0.017826043598795294,0.021229462095374862,0.004453334017146582,0.015487687087040824,0.0037630472999347297,0.00016240565513585546
RF,1,0.08638229519900054,0.6034912718204489,0.9964828138524218,0.15113192818110852,0.8816914431596197,0.22742217602242815,0.007513038688400724,0.20352640192952254,0.23346818527532878,0.0005188124499462427,2.0594176760013737e-05,0.0377632809361403,0.00021854672581651525,0.0073930131377627495,0.00023454795668040874,0.003822766993472437,0.0016338008906668033,0.000537249304077525,1.025719927172375e-06,-4.4408920985006264e-17,9.00354158250849e-07,2.108424294755551e-06,2.723856251050094e-05,0.00011346741772157997,0.00038374461853194484,4.045895268278698e-06,0.0
LDA,2,0.03632760898282695,0.2743142144638404,0.9958482066037968,0.06415864683581218,0.8116407608066839,0.09861898598302243,0.004658924631646344,0.013938726915901334,0.013859273910660604,0.0005188124499462427,6.237366631169916e-05,0.039347414654064126,-2.8508421019646236e-06,0.07093702121946152,0.023004479500606023,0.01907417983111981,-0.0029535873709533923,0.03351647694772293,0.031050912361435312,-7.2650492276338244e-06,0.0013392980307118884,0.013713608080941863,0.00511346811379092,0.010437576673858228,0.0011156678603418736,0.0006596020960126792,0.000924891346130896
QDA,2,0.03918802413982287,0.6234413965087282,0.9918743102446699,0.07374087456677235,0.8948600340581369,0.15491692333041412,0.00796021244220065,0.02911846322025401,0.327134428218644,0.0005188124499462427,0.0008062825202915346,0.06548846420537835,0.0014304789966507192,0.0767732237874265,0.01231322386099667,0.01717133469070207,0.02005404185036208,0.016316886733284443,0.00215102933792406,0.006072017789254725,0.0021475347572830206,0.0223247375845826,0.0047080507780959515,0.002721220748980557,0.010728477521569824,0.0020450768715778445,0.0006441983523972183
LR,2,0.09649340959960209,0.4837905236907731,0.997382002512553,0.1608957080655194,0.8851279201564772,0.21523575236613482,0.006654515735031367,0.1297961203358978,0.23542181022645792,0.0005188124499462427,0.0003435034826255068,0.0826646959071105,-4.92000169203255e-06,0.07156485022043454,0.0032585585038781284,0.005092362685971552,0.006899244802731008,0.0015643536221328746,0.0032865151490071077,-2.751982254880492e-05,0.0003295711413852986,0.017646735601868045,0.0073782322571865015,0.013507174925832177,0.002137717744560952,0.00070969874875626,-9.38019014187219e-06
