Model,Iteration,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Test AP,Test AUPRC,Test AUPRC baseline,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
LDA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043422770123277735,0.03107275803722507,0.004550157118685116,0.00024462170655070725,0.06858786560309404,0.0025709451293208117,0.033987913947304806,0.005899927483683865,0.034455885907662576,0.007363790186125252
QDA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05112206913222148,0.02155184916606241,0.006742083635484719,0.003329465796470932,0.03615953589557654,0.0021716219482717848,0.021316896301667908,0.028396422528402243,0.0734126178390138,0.015391829828378079
LR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05104955281605032,0.04208073483200383,0.002835871404399337,0.003756345177664944,0.11918781725888325,0.0018593183466279807,0.025008460236886652,0.0025187333816775403,0.022670534203529068,0.0006362098138747551
CART,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13447764080251393,0.1330065264684554,0.0884191443074692,0.0,0.2960459270002417,0.19921295624848923,0.2610287648054146,0.04054532269760702,0.05482378535170411,0.11302586415276772
GBDT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005656272661348494,0.016998791394730484,0.023023446942228687,0.0,0.10178196760937878,0.0058148416727096695,0.006777858351462429,0.0006642494561276635,0.004626540971718618,0.0018303118201595137
NN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10734155184916613,0.03290983804689394,0.05082716944645886,0.004540488276528953,0.08620352912738702,0.004276528885665987,0.07248827652888572,0.10788880831520431,0.07986656997824515,0.10039352187575545
RF,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007575537829344503,0.001565868987188801,0.002653130287648087,0.0,0.026572395455644205,0.0005129320763838762,0.006598984771573635,9.088711626785706e-05,0.002207880106357285,0.0011273869954072646
LDA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08036462484926529,0.034411470149406265,0.002485335295440194,0.0044075868130071475,0.0893719214339731,0.005425429721830466,0.01117481145379855,-3.9855294622603844e-05,0.01254113270791184,-0.001865023402211463
QDA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05197232611850307,-0.006458601590124036,0.0338136407300673,0.005261409855499011,0.058821305209802374,0.006665031577656544,0.031886279559343575,0.060509534612790516,0.030528133750281072,0.03872401741369798
LR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08355713614159858,0.03570625625932504,0.0033590859852432155,0.007155558280703867,0.093928710119157,0.006966501113904333,0.015224722545833425,0.0036411388394954614,0.0124634659799292,0.0019508655752446646
