Model,Iteration,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Test AP,Test AUPRC,Test AUPRC baseline,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
LDA,1,0.10756972111553785,0.08709677419354839,0.9884029461549019,0.09625668449197859,0.7359614475702413,0.09099679691403778,0.014245094562475441,0.036362851588352695,0.035575145055552676,0.007090900773136923,0.032174328040759884,0.0023931642557345257,0.029743724966331108,0.006367824408017664,0.00963851273312084,0.009745773423232929,0.00804882300896521,0.018134509525324537,0.08499596846248048,0.031356732231815496
QDA,1,0.014673760851302156,0.8451612903225807,0.5964819982615857,0.0288466831819433,0.7370742200040428,0.07508757353371229,0.29142572403017736,0.028900272838154113,0.03767692588203307,0.007090900773136923,0.060744461539132176,0.010160912827262902,0.07585414115175586,0.00742665870528818,0.009299602076350855,0.014763882653928539,0.00810434926626027,0.029023409068126504,0.08982230725981848,0.011113183781451541
LR,1,0.09859154929577464,0.04516129032258064,0.9903014776522256,0.06194690265486725,0.7301223276815334,0.06224997966047022,0.013731562652942536,0.035550542867330545,0.03477398274015916,0.007090900773136923,0.03112351323433917,0.00036632511190246573,0.029927824582354656,0.00783992398917377,0.013049760069037441,0.014547269232613246,0.005210446258515367,0.016316351480337075,0.09206889788660273,0.02370308706813524
CART,1,0.13157894736842105,0.3064516129032258,0.9807401985452217,0.18410852713178294,0.7401378369380404,0.19225461538725142,0.016511991709053358,0.10159686088911864,0.18518492051589125,0.007090900773136923,0.08090315157273549,0.05797189691467526,0.06583648955504914,0.0,0.2721545844029621,0.2482862696728135,0.26620059187329204,0.06956794993048324,0.10670106912016597,0.2092117799347109
GBDT,1,0.3588850174216028,0.33225806451612905,0.9910563154764628,0.34505862646566166,0.9455819055206116,0.34081928147899393,0.007440626257694761,0.33323502191786114,0.3330957939202988,0.007090900773136923,0.0016636956777559275,0.09376502020127178,0.005709136553623773,9.588521667902583e-06,0.15214891845834005,0.06688033089116589,0.008028033350621699,0.01538613412598444,0.01088388736102086,0.004904877506635685
NN,1,0.17585301837270342,0.2161290322580645,0.9872592524818152,0.19392185238784368,0.7825380783087403,0.18858301840009634,0.013292277596315218,0.07017534010289156,0.07025061023763439,0.007090900773136923,0.23235742522042696,0.06621937665892319,0.10249144660283034,0.009643219825576055,0.058539624565792495,0.0075117350429957375,0.1576236592413735,0.1372456099825227,0.11025278829851677,0.12449161222275
RF,1,0.38427947598253276,0.2838709677419355,0.9916967839333913,0.32653061224489793,0.9425625795155939,0.3261978624535488,0.0076973319275481945,0.3323147652251326,0.3323417134318482,0.007090900773136923,0.003401920319384866,0.03430406945576416,0.004064923008529409,8.647103176846471e-05,0.048602298630148866,0.08825515056158222,0.007736803797054525,0.00645760783818059,0.01656940128399016,0.011975235463583145
LDA,2,0.10756972111553785,0.08709677419354839,0.9884029461549019,0.09625668449197859,0.7359614475702413,0.09099679691403778,0.014245094562475441,0.036362851588352695,0.035575145055552676,0.007090900773136923,0.032174328040759884,0.0023931642557345257,0.029743724966331108,0.006367824408017664,0.00963851273312084,0.009745773423232929,0.00804882300896521,0.018134509525324537,0.08499596846248048,0.031356732231815496
QDA,2,0.015273601924233313,0.8193548387096774,0.6241365112768196,0.02998819362455726,0.7395476380152908,0.07640977045133308,0.2728778579315172,0.029166287856020823,0.037941280845481214,0.007090900773136923,0.06070654329435445,0.01014923226450366,0.07582528841837326,0.007426048526636397,0.008690818118819176,0.014500372644819359,0.008111932915215614,0.02902358340488398,0.08972084326689637,0.01105443229414087
LR,2,0.09859154929577464,0.04516129032258064,0.9903014776522256,0.06194690265486725,0.7301223276815334,0.06224997966047022,0.013731562652942536,0.035550542867330545,0.03477398274015916,0.007090900773136923,0.03112351323433917,0.00036632511190246573,0.029927824582354656,0.00783992398917377,0.013049760069037441,0.014547269232613246,0.005210446258515367,0.016316351480337075,0.09206889788660273,0.02370308706813524
