Model,Iteration,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Test AP,Test AUPRC,Test AUPRC baseline,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
LDA,1,0.0223463687150838,0.04395604395604396,0.9850062950669566,0.02962962962962963,0.6909877213622253,0.024224322722723707,0.015155497189614635,0.03969700131617154,0.0388682527626046,0.005207737209568502,0.026589355468749944,0.0015662977430555003,0.018286132812499956,0.006096462673611058,1.736111111108052e-05,0.007523328993055478,0.007250976562499911,0.28134602864583325,0.049199218749999885,0.00023057725694439757
QDA,1,0.004927863207267114,0.9120879120879121,0.04040288428522376,0.009802763670721625,0.5695137285196539,-0.02008939570530907,0.9593886556694894,0.010077114351083112,0.10737505920254357,0.005207737209568502,0.043220757378472266,0.0138785807291667,0.014020724826388897,0.012606336805555651,0.03172851562500001,0.015435655381944469,0.0022075737847223388,0.1155837673611112,0.017875434027777803,0.006364474826388955
LR,1,0.028368794326241134,0.04395604395604396,0.9871809545610621,0.034482758620689655,0.6844150499445903,0.02902286859566112,0.01642210269170836,0.044607973254380484,0.04379877353877711,0.005207737209568502,0.024826660156250013,-0.00046278211805559353,0.018060438368055553,0.008455403645833326,-0.0008837890625000178,0.005943467881944442,0.00039713541666666077,0.24993543836805557,0.04340657552083331,0.001305881076388915
CART,1,0.07101449275362319,0.5384615384615384,0.9609133569875243,0.12548015364916773,0.7507932152987666,0.18537730301365316,0.03908664301247568,0.04064214404098256,0.30593980111748126,0.005207737209568502,0.09104166666666669,0.08651041666666666,0.08874999999999995,0.00026041666666665186,0.1476041666666667,0.20791666666666667,0.10572916666666668,0.26145833333333335,0.19213541666666673,0.09515624999999998
GBDT,1,0.14705882352941177,0.43956043956043955,0.9838045095570562,0.22038567493112948,0.899406265942537,0.24782032176913696,0.013823882715299692,0.21491865486244802,0.20769861157903388,0.005207737209568502,0.0073738606770832995,0.010710720486111037,0.001716037326388853,0.0,0.017306315104166626,0.0247496202256944,0.013716905381944366,0.01621310763888888,0.004649793836805483,0.004516601562499933
NN,1,0.1368421052631579,0.2857142857142857,0.986894815153943,0.18505338078291816,0.8003455441181955,0.19174905602940262,0.016067486710674737,0.09695181472464791,0.0945007614132543,0.005207737209568502,0.12085259331597216,0.01618164062499996,0.06853027343749998,0.01779134114583327,0.0275032552083333,0.014121636284722138,0.06631564670138883,0.23755588107638884,0.12125922309027773,0.056214192708333235
RF,1,0.19696969696969696,0.42857142857142855,0.987924917019572,0.26989619377162627,0.9364207672900074,0.28522180700845695,0.014043876616687651,0.1747770883251691,0.174805141879553,0.005207737209568502,0.001320800781249898,0.0006070963541665586,0.0016566297743054515,-4.4408920985006264e-17,0.02381320529513877,0.010698784722222188,0.0057628038194443175,0.013852267795138751,0.012703993055555519,0.004037272135416559
LDA,2,0.0223463687150838,0.04395604395604396,0.9850062950669566,0.02962962962962963,0.6909877213622253,0.024224322722723707,0.015155497189614635,0.03969700131617154,0.0388682527626046,0.005207737209568502,0.026589355468749944,0.0015662977430555003,0.018286132812499956,0.006096462673611058,1.736111111108052e-05,0.007523328993055478,0.007250976562499911,0.28134602864583325,0.049199218749999885,0.00023057725694439757
QDA,2,0.004927863207267114,0.9120879120879121,0.04040288428522376,0.009802763670721625,0.5695137285196539,-0.02008939570530907,0.9593886556694894,0.010077114351083112,0.10737505920254357,0.005207737209568502,0.043220757378472266,0.0138785807291667,0.014020724826388897,0.012606336805555651,0.03172851562500001,0.015435655381944469,0.0022075737847223388,0.1155837673611112,0.017875434027777803,0.006364474826388955
LR,2,0.028368794326241134,0.04395604395604396,0.9871809545610621,0.034482758620689655,0.6844150499445903,0.02902286859566112,0.01642210269170836,0.044607973254380484,0.04379877353877711,0.005207737209568502,0.024826660156250013,-0.00046278211805559353,0.018060438368055553,0.008455403645833326,-0.0008837890625000178,0.005943467881944442,0.00039713541666666077,0.24993543836805557,0.04340657552083331,0.001305881076388915
CART,2,0.06241519674355495,0.5054945054945055,0.9578802792720613,0.11111111111111112,0.7328715120810846,0.16678495344524635,0.04211972072793865,0.03412579367729792,0.2852424784510664,0.005207737209568502,0.04833333333333325,0.05390624999999993,0.1481770833333333,0.00026041666666665186,0.14411458333333332,0.2098958333333333,0.10630208333333331,0.25312499999999993,0.18510416666666668,0.0928125
GBDT,2,0.14705882352941177,0.43956043956043955,0.9838045095570562,0.22038567493112948,0.899406265942537,0.24782032176913696,0.013823882715299692,0.21491865486244802,0.20769861157903388,0.005207737209568502,0.0073738606770832995,0.010710720486111037,0.001716037326388853,0.0,0.017306315104166626,0.0247496202256944,0.013716905381944366,0.01621310763888888,0.004649793836805483,0.004516601562499933
