Model,Iteration,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Test AP,Test AUPRC,Test AUPRC baseline,Importance_0,Importance_1,Importance_2,Importance_3,Importance_4,Importance_5,Importance_6,Importance_7,Importance_8,Importance_9
LDA,1,0.16666666666666666,0.02127659574468085,0.9916301969365426,0.03773584905660377,0.6300585040891867,0.05704159330411273,0.01175423009114728,0.026575545974676096,0.024333600222399,0.007713347921225383,0.03338369963369967,-0.011917420814479596,0.020782428355957717,0.024701572936867054,0.008000430941607472,-0.0004910040939452465,0.03644661710838182,0.0037930941607412284,0.0031186705451411224,0.03840282266752857
QDA,1,0.007684918347742555,0.9645390070921985,0.03905908096280088,0.015248346227155509,0.6292540386510942,-0.0017903826348700071,0.960984459861377,0.024500535937228504,0.09757091530486668,0.007713347921225383,0.1487887847446671,0.019295679810385713,0.09896654815772463,0.01916882137470377,0.04061409179056241,0.00798831070889896,0.05138143719026078,0.05910014005602242,0.020263682396035355,0.041331070889894475
LR,1,0.3333333333333333,0.02127659574468085,0.9921225382932166,0.04,0.5722785315446244,0.08260590871970565,0.012971716011839413,0.027355223677111275,0.024348173523580225,0.007713347921225383,0.04281916612798973,-0.007020846800258451,0.02245017237664302,0.02349224305106672,0.008326869209222255,-0.00016241111829338185,0.03608785822021125,0.0166405408317174,0.0028999676793795446,0.0455074337427279
CART,1,0.08289241622574955,0.3333333333333333,0.9664113785557987,0.1327683615819209,0.6622619495863112,0.15374548541075167,0.0337664113785558,0.034405933346241965,0.21200611582024176,0.007713347921225383,0.04970749838396906,0.022010342598577814,0.06899509803921569,0.0,0.09133591898297784,0.38937351863822445,0.0889608920491273,0.101432611506141,0.039172592113768646,0.05328754578754578
GBDT,1,0.33076923076923076,0.3049645390070922,0.9898796498905909,0.3173431734317343,0.88013601819519,0.3125150811501627,0.008712815572720089,0.3037938819654526,0.3027722264184309,0.007713347921225383,0.0004953135100194128,0.011783020900668007,0.0029107412195647385,0.0,0.0444521654815772,0.09911441499676792,0.004729853479853485,0.0019677871148459534,3.743805214395657e-05,0.0012284529196293636
NN,1,0.09090909090909091,0.20567375886524822,0.9780087527352298,0.12608695652173912,0.6989356032747901,0.12673341987403708,0.020924662767085357,0.0559630940742904,0.05343763651660727,0.007713347921225383,0.19972716009480723,0.012395765998707287,0.19132164404223237,0.01851756087050216,0.07715363068304255,0.04697613660848969,0.0810426093514329,0.05795599008834307,0.05149294333117873,0.11165643180349076
RF,1,0.4625,0.2624113475177305,0.9919584245076587,0.33484162895927605,0.8763134877672379,0.34464896124967376,0.009791180957017198,0.28948857621569646,0.28660477998079925,0.007713347921225383,0.0003409825468648986,1.0234863176017405e-05,0.0024954212454212587,2.1547080370609704e-06,0.011274779142426205,0.007552521008403401,0.0035189075630252197,0.0002246283128636062,0.000106119370825275,0.00030246714070243376
LDA,2,0.08235294117647059,0.04964539007092199,0.9884026258205689,0.06194690265486726,0.6293805244684565,0.058312634343883805,0.013219155775817795,0.032823427682965464,0.030283332771761165,0.007713347921225383,-0.022709654248338974,-0.01120771345295819,-0.018036274225408565,0.010935311425137751,0.011751412429378539,-0.002075615045653656,0.0005895597640655393,-0.00549721658171376,-0.0037840675203403952,0.06431340046689596
QDA,2,0.00711279710746251,0.851063829787234,0.0824945295404814,0.014107688690336235,0.5407624494692093,-0.023753337562161702,0.9160880489586257,0.019076057361262472,0.07235104448500436,0.007713347921225383,0.19630378627767894,0.0063426021852942775,0.08958407580843467,0.021961791885955928,0.025045515450388932,0.00509303385686477,0.05772989101156201,0.06678435760363584,0.05281090713190517,0.07889713093807427
LR,2,0.16,0.028368794326241134,0.9913566739606127,0.048192771084337345,0.6056610125355851,0.06441705848205152,0.013096781574545082,0.03303033837558213,0.029722627683907654,0.007713347921225383,0.0014296962413493652,0.0003271034492285718,0.0006865304656528126,0.015545701932507372,0.009897642037213661,-0.0006611136435842324,0.009663917782106091,0.007245451908333767,0.004723384857652002,0.08380920807260381
CART,2,0.07102803738317758,0.2695035460992908,0.9671772428884027,0.11242603550295859,0.6235948246773634,0.12566181697020887,0.03306588864575735,0.025198245063578976,0.17188225683019664,0.007713347921225383,0.061297915544320535,0.041725857472407445,0.031153012031549965,0.0,0.16235713397704188,0.3377124860138411,0.07647037697014898,0.030390783639302078,0.03415274957523513,0.14256129736300466
GBDT,2,0.3063063063063063,0.24113475177304963,0.9899343544857768,0.2698412698412698,0.8337935305730101,0.2667690875231619,0.008717307633451932,0.21902458387340207,0.2166120609500334,0.007713347921225383,0.000434572403409228,0.007464810133576516,0.0006218833312613192,6.661338147750939e-17,0.06825659939496917,0.07229096735872256,0.001270841103421616,0.002547760142555244,0.00014172641001204412,0.0015382702747503308
NN,2,0.061855670103092786,0.1702127659574468,0.9736870897155361,0.09073724007561436,0.6510567137381584,0.09113459366919797,0.022650322107663313,0.07162981371172022,0.06922604695313721,0.007713347921225383,0.3076327821750722,0.013740002486428237,0.19329134032295942,0.02109319961874767,0.10648488113491641,0.0677151105769895,0.09954774632906502,0.05615018026604779,0.0703816667357341,0.1537811666873869
RF,2,0.5555555555555556,0.1773049645390071,0.9925601750547046,0.26881720430107525,0.8748556751859851,0.3110776621768406,0.010000599912392018,0.2254599604160572,0.22817255958883648,0.007713347921225383,0.00022598870056491637,0.0002149379083612457,0.00011851974638426022,5.52539610176872e-07,0.00749630489135682,0.03648336165098824,0.0011951431768264299,0.00035915074661907465,3.177102758542549e-05,6.906745127284175e-05
LDA,3,0.0427807486631016,0.05673758865248227,0.9829321663019693,0.048780487804878044,0.619235462635073,0.040750135084070986,0.01653951232336349,0.030963218951144685,0.028260511463670736,0.007713347921225383,0.033547419248980304,-0.0009182644976795329,0.007068351225915204,0.009706530401762569,0.02864727392058497,0.005206917162814628,0.034909286953260434,0.011181496413670167,0.005587232197271507,0.11982062491209969
QDA,3,0.007251359629930612,0.8226950354609929,0.12986870897155361,0.014376006940141281,0.5006052551631432,-0.013978393121425608,0.8679340975989148,0.014044974619002925,0.07178888081997213,0.007713347921225383,0.06440802118981759,0.00926644320472545,0.1783308330598658,0.014879752472926656,0.035704491116215785,0.0030387112652946247,0.053313253012048104,0.18815456378041337,0.07904487600206267,0.1522153790258309
LR,3,0.12121212121212122,0.028368794326241134,0.9909190371991248,0.04597701149425287,0.5965297921996373,0.05517119187653638,0.01345310254125202,0.033641148632250796,0.03043265119788863,0.007713347921225383,0.032962589658243904,-0.0018283249730439266,0.014495921428906345,0.00846830903380058,0.019196826215367335,-0.00110373400215642,0.012015376681824553,0.014521705499039018,-0.0006700928226524461,0.10470471379682156
CART,3,0.0735009671179884,0.2695035460992908,0.9681619256017505,0.1155015197568389,0.6243764171005697,0.12828954008842328,0.03184752951346679,0.025892457374572117,0.17365333012864156,0.007713347921225383,0.024305002109605733,0.011478599221789976,0.04123869016923729,0.0,0.11298813932773899,0.3515309291641274,0.07009516665885347,0.1637982865313394,0.04562491209976098,0.04640868923163477
GBDT,3,0.2672413793103448,0.2198581560283688,0.9893326039387309,0.2412451361867704,0.81635197699092,0.23706502465194143,0.009330974135929475,0.1614013124330262,0.15800425783248687,0.007713347921225383,0.0005889316018940604,0.00857291031831615,0.0005514274998828395,0.0,0.03146857859453382,0.062221063241292084,0.002408466551029065,0.0021863719469317642,4.2485115559576235e-05,0.0010539238666730012
NN,3,0.07667731629392971,0.1702127659574468,0.9777899343544858,0.10572687224669602,0.6414875826898587,0.10404389294490132,0.018457715407705418,0.09205946975268,0.09022194925526582,0.007713347921225383,0.2934203741034176,0.021183371618770798,0.17140898223243167,0.01684109980779149,0.10079813417092498,0.061164795368243374,0.09822500117200314,0.08390488022127421,0.0682085345272139,0.13067630443954809
RF,3,0.4074074074074074,0.15602836879432624,0.9917396061269147,0.22564102564102564,0.83974579283148,0.2486788527593686,0.010014140405620821,0.19047565581190976,0.19067365247180218,0.007713347921225383,0.0006923608832215989,0.0007193169565421042,0.0003307978997702632,1.4650039848040919e-05,0.010226606816370531,0.035591099807791474,0.0013158665791570545,0.0007278139796540017,0.00025930570531149664,0.0010586118794242872
LDA,4,0.1388888888888889,0.03546099290780142,0.9908643326039387,0.05649717514124294,0.609347673345196,0.0666045728120956,0.011639594780415017,0.032198469342978375,0.02971743932252563,0.007713347921225383,0.06435466066400161,0.0055857065861187214,0.008038171877206679,0.025563974786500944,0.06355312041549817,0.00120850710606788,0.04469429929357238,0.009209210363243847,0.018765437792003035,0.08216205466383439
QDA,4,0.007382862457853738,0.900709219858156,0.06515317286652078,0.014645678371677334,0.5701319870706862,-0.015090110410567837,0.9341554231604434,0.017459188654795607,0.07460574360651057,0.007713347921225383,0.15362163034612347,0.010000086466046087,0.16358136599059814,0.03166847764996805,0.05469265643869401,0.00431609680738525,0.05308265865798922,0.12100923169153514,0.01863919736451485,0.08490763985162417
LR,4,0.25,0.02127659574468085,0.9919584245076587,0.0392156862745098,0.5980441030826178,0.07097976793556161,0.012473606758144887,0.03214912702530021,0.02904751555425232,0.007713347921225383,0.026893534357283522,-0.0018371152621218024,0.00023720518680994118,0.024038137290788252,0.043656130298567276,-0.00025449839605478085,0.002042904452136751,-0.012029732791095071,-0.00865698054802173,0.031179368048490197
CART,4,0.048678720445062586,0.24822695035460993,0.9567833698030634,0.08139534883720931,0.6079876086908073,0.09474726818016414,0.04325006078288354,0.01816642207266734,0.15117044167168883,0.007713347921225383,0.02051205192574288,0.004139994293240856,0.011680986404655248,0.0,0.10097476056110696,0.3487734791343019,0.04284334946405457,0.1318382393207227,0.07671584663229152,0.03395896321446168
GBDT,4,0.14285714285714285,0.20567375886524822,0.9843544857768053,0.1686046511627907,0.8022921106866245,0.16369707324058438,0.012418168619129479,0.10745423065384688,0.10443093602547865,0.007713347921225383,0.0002262528209548087,0.0016255616690253217,6.744351605534327e-05,-1.7293209244817477e-06,0.011745547719169847,0.23687344541254393,0.0009433445643120431,0.0016013511760823995,0.0022051723988852244,0.014434641756759547
NN,4,0.09177215189873418,0.20567375886524822,0.9781728665207877,0.12691466083150985,0.6989410771586946,0.12743396299206405,0.017452849763106633,0.08752557853676098,0.0830118068882316,0.007713347921225383,0.26189153122721265,0.013838602478116923,0.2342016445841993,0.03360531708540262,0.10229048556449372,0.03423738388330548,0.0920142841908365,0.08354061166081114,0.05434506293287071,0.11318607204927415
RF,4,0.38028169014084506,0.19148936170212766,0.9913566739606127,0.25471698113207547,0.8324176307544695,0.2659206357795571,0.01096278822449942,0.13091427922219598,0.12644822719775317,0.007713347921225383,0.00011557628178713309,0.0006410016226794824,0.00020924783186395678,-1.7293209244817477e-06,0.006286369780693324,0.05611790510063215,0.0023622523828601637,0.000765800949397244,0.0005631821810772486,0.0015027798833861627
